t,hand,raw_x,raw_y,x,y,pinch_ratio,pinched,vision_ms,latency_ms,filter,anchor
216594.0375,0,1106.29,657.16,1106.29,657.16,,0,28.99,84.08,0,fingertip
216594.0708,0,1106.29,657.16,1106.29,657.16,,0,20.46,78.81,0,fingertip
216594.1042,0,1106.29,657.16,1106.29,657.16,,0,24.65,85.00,0,fingertip
216594.1375,0,1106.29,657.16,1106.29,657.16,,0,12.86,70.23,0,fingertip
216594.1709,0,1106.29,657.16,1106.29,657.16,,0,28.49,85.40,0,fingertip
216594.2042,0,1106.29,657.16,1106.29,657.16,,0,6.85,67.66,0,fingertip
216594.2376,0,1106.29,657.16,1106.29,657.16,,0,18.57,81.67,0,fingertip
216594.2709,0,1106.29,657.16,1106.29,657.16,,0,13.88,72.24,0,fingertip
216594.3043,0,1106.29,657.16,1106.29,657.16,,0,23.32,84.19,0,fingertip
216594.3376,0,1106.29,657.16,1106.29,657.16,,0,21.87,77.44,0,fingertip
216594.3710,0,1106.29,657.16,1106.29,657.16,,0,19.92,73.47,0,fingertip
216594.4043,0,1106.29,657.16,1106.29,657.16,,0,24.01,77.23,0,fingertip
216594.4377,0,1106.29,657.16,1106.29,657.16,,0,22.27,74.14,0,fingertip
216594.4710,0,1106.29,657.16,1106.29,657.16,,0,25.22,77.95,0,fingertip
216594.5044,0,1106.29,657.16,1106.29,657.16,,0,26.52,82.95,0,fingertip
216594.5377,0,1106.29,657.16,1106.29,657.16,,0,15.30,71.86,0,fingertip
216594.5711,0,1106.29,657.16,1106.29,657.16,,0,29.41,87.05,0,fingertip
216594.6044,0,1106.29,657.16,1106.29,657.16,,0,8.60,68.32,0,fingertip
216594.6378,0,1106.29,657.16,1106.29,657.16,,0,25.31,84.22,0,fingertip
216594.6711,0,1106.29,657.16,1106.29,657.16,,0,18.24,75.20,0,fingertip
216594.7045,0,1106.29,657.16,1106.29,657.16,,0,23.28,80.95,0,fingertip
216594.7378,0,1106.29,657.16,1106.29,657.16,,0,19.25,74.22,0,fingertip
216594.7712,0,1106.29,657.16,1106.29,657.16,,0,24.02,80.12,0,fingertip
216594.8045,0,1106.29,657.16,1106.29,657.16,,0,18.92,71.70,0,fingertip
216594.8379,0,1106.29,657.16,1106.29,657.16,,0,30.80,84.66,0,fingertip
216594.8712,0,1106.29,657.16,1106.29,657.16,,0,10.82,73.33,0,fingertip
216594.9046,0,1106.29,657.16,1106.29,657.16,,0,17.65,80.72,0,fingertip
216594.9379,0,1106.29,657.16,1106.29,657.16,,0,11.13,71.08,0,fingertip
216594.9713,0,1106.29,657.16,1106.29,657.16,,0,20.51,81.75,0,fingertip
216595.0046,0,1106.29,657.16,1106.29,657.16,,0,17.91,75.85,0,fingertip
216595.0380,0,1106.29,657.16,1106.29,657.16,,0,19.23,78.39,0,fingertip
216595.0713,0,1106.29,657.16,1106.29,657.16,,0,20.73,75.96,0,fingertip
216595.1047,0,1106.29,657.16,1106.29,657.16,,0,23.52,79.01,0,fingertip
216595.1380,0,1106.29,657.16,1106.29,657.16,,0,29.46,81.73,0,fingertip
216595.1714,0,1106.29,657.16,1106.29,657.16,,0,14.48,82.90,0,fingertip
216595.2047,0,1106.29,657.16,1106.29,657.16,,0,11.46,79.27,0,fingertip
216595.2381,0,1106.29,657.16,1106.29,657.16,,0,16.04,87.20,0,fingertip
216595.2714,0,1106.29,657.16,1106.29,657.16,,0,13.17,76.99,0,fingertip
216595.3048,0,1106.29,657.16,1106.29,657.16,,0,10.24,74.18,0,fingertip
216595.3381,0,1106.29,657.16,1106.29,657.16,,0,14.93,77.04,0,fingertip
216595.3715,0,1106.29,657.16,1106.29,657.16,,0,11.26,74.50,0,fingertip
216595.4048,0,1106.29,657.16,1106.29,657.16,,0,20.35,81.84,1,fingertip
216595.4382,0,1106.29,657.16,1106.29,657.16,,0,7.07,68.45,1,fingertip
216595.4715,0,1106.29,657.16,1106.29,657.16,,0,16.02,76.67,1,fingertip
216595.5049,0,1106.29,657.16,1106.29,657.16,,0,17.52,79.53,1,fingertip
216595.5382,0,1106.29,657.16,1106.29,657.16,,0,11.31,70.88,1,fingertip
216595.5716,0,1106.29,657.16,1106.29,657.16,,0,28.29,87.64,1,fingertip
216595.6049,0,1106.29,657.16,1106.29,657.16,,0,13.71,74.21,1,fingertip
216595.6383,0,1106.29,657.16,1106.29,657.16,,0,20.19,81.03,1,fingertip
216595.6716,0,1106.29,657.16,1106.29,657.16,,0,24.62,81.53,1,fingertip
216595.7050,0,1106.29,657.16,1106.29,657.16,,0,22.48,82.66,1,fingertip
216595.7383,0,1106.29,657.16,1106.29,657.16,,0,35.87,91.40,1,fingertip
216595.7717,0,1106.29,657.16,1106.29,657.16,,0,20.01,78.28,1,fingertip
216595.8050,1,941.69,164.88,941.69,164.88,0.007,0,47.44,105.02,1,fingertip
216595.8384,1,956.55,295.55,950.86,285.89,0.097,1,23.25,95.19,1,fingertip
216595.8717,1,927.58,428.52,939.30,418.13,0.203,1,19.93,88.48,1,fingertip
216595.9051,1,901.05,497.24,932.19,491.08,0.223,1,18.68,80.91,1,fingertip
216595.9384,1,866.13,549.95,895.19,544.96,0.227,1,22.29,85.88,1,fingertip
216595.9718,1,847.61,594.12,864.22,589.55,0.225,1,25.50,85.33,1,fingertip
216596.0051,1,834.54,624.38,844.23,620.78,0.229,1,33.40,91.96,1,fingertip
216596.0385,1,816.42,649.11,825.12,645.84,0.226,1,19.75,78.56,1,fingertip
216596.0718,1,829.76,674.67,828.09,671.00,0.233,1,34.98,93.20,1,fingertip
216596.1052,1,820.37,701.05,823.31,696.87,0.257,1,19.21,79.28,1,fingertip
216596.1385,1,820.13,724.24,821.43,720.09,0.291,1,37.39,94.00,1,fingertip
216596.1719,1,832.93,702.99,827.28,706.17,0.263,1,19.76,80.65,1,fingertip
216596.2052,1,802.02,735.12,812.98,729.49,0.326,0,26.83,87.35,1,fingertip
216596.2386,1,853.18,685.03,825.63,696.95,0.228,0,23.22,79.36,1,fingertip
216596.2719,1,762.49,748.59,788.30,736.11,0.339,0,36.49,94.57,1,fingertip
216596.3053,1,821.63,692.22,801.89,707.29,0.243,0,26.86,88.28,1,fingertip
216596.3386,1,721.05,755.18,748.68,741.10,0.356,0,23.15,81.68,1,fingertip
216596.3720,1,799.99,704.05,771.33,719.39,0.240,0,25.69,86.64,1,fingertip
216596.4053,1,755.27,743.21,763.50,734.03,0.307,0,22.76,79.04,1,fingertip
216596.4387,1,729.38,784.88,743.71,768.92,0.399,0,38.71,94.69,1,fingertip
216596.4720,1,738.04,780.14,740.54,776.43,0.375,0,19.94,81.53,1,fingertip
216596.5054,1,762.65,762.50,749.84,768.11,0.351,0,21.62,83.02,1,fingertip
216596.5387,1,722.53,786.69,735.64,779.45,0.400,0,25.40,84.62,1,fingertip
216596.5721,1,729.49,764.35,732.52,771.59,0.329,0,26.01,84.52,1,fingertip
216596.6054,1,710.38,751.14,720.22,763.93,0.275,0,28.02,88.15,1,fingertip
216596.6388,1,644.77,766.09,667.62,764.71,0.317,0,25.23,80.22,1,fingertip
216596.6721,1,586.95,781.60,605.90,772.12,0.328,0,47.16,105.53,1,fingertip
216596.7055,1,439.71,834.55,465.51,811.44,0.364,0,23.50,96.19,1,fingertip
216596.7388,1,361.57,856.89,375.94,842.62,0.390,0,28.12,91.05,1,fingertip
216596.7722,1,317.81,829.10,325.95,834.26,0.351,0,19.71,80.43,1,fingertip
216596.8055,1,300.23,800.62,304.17,819.02,0.324,0,22.18,83.70,1,fingertip
216596.8389,1,297.78,791.45,298.90,813.14,0.325,0,25.37,85.62,1,fingertip
216596.8722,1,301.87,780.19,301.26,799.61,0.289,0,20.47,81.25,1,fingertip
216596.9056,1,309.46,779.24,307.47,789.71,0.279,0,30.47,89.20,1,fingertip
216596.9389,1,314.09,783.58,312.20,786.78,0.280,0,20.88,80.41,1,fingertip
216596.9723,1,320.59,799.18,317.77,791.39,0.293,0,24.77,89.48,1,fingertip
216597.0056,1,317.36,804.19,317.51,794.48,0.297,0,28.01,84.47,1,fingertip
216597.0390,1,322.08,804.05,320.13,796.55,0.295,0,25.31,80.86,1,fingertip
216597.0723,1,323.85,806.01,322.06,799.35,0.290,0,29.98,84.05,1,fingertip
216597.1057,1,329.29,818.84,325.31,807.39,0.301,0,26.66,80.86,1,fingertip
216597.1390,1,336.49,821.55,329.18,813.88,0.298,0,39.30,92.22,1,fingertip
216597.1724,1,331.01,824.54,329.74,818.96,0.309,0,17.12,76.45,1,fingertip
216597.2057,1,325.49,828.72,328.38,823.71,0.308,0,32.32,92.80,1,fingertip
216597.2391,1,339.98,840.29,330.60,832.36,0.304,0,21.06,80.74,1,fingertip
216597.2724,1,338.52,843.99,332.50,838.53,0.315,0,48.15,104.23,1,fingertip
216597.3058,1,347.74,857.29,337.89,849.05,0.322,0,23.03,94.12,1,fingertip
216597.3391,1,365.13,858.69,351.04,854.40,0.339,0,25.06,86.05,1,fingertip
216597.3725,1,430.01,827.56,404.51,844.02,0.301,0,18.86,78.81,1,fingertip
216597.4058,1,508.97,791.92,485.63,822.35,0.269,0,30.41,89.81,1,fingertip
216597.4392,1,552.22,784.07,538.89,801.08,0.272,0,27.10,86.36,1,fingertip
216597.4725,1,558.78,782.40,554.52,790.26,0.269,0,23.85,81.98,1,fingertip
216597.5059,1,544.57,782.86,547.12,786.09,0.256,0,26.08,84.99,1,fingertip
216597.5392,1,530.32,785.85,535.63,785.96,0.249,0,24.79,81.58,1,fingertip
216597.5726,1,520.50,791.68,526.37,788.61,0.253,0,37.76,95.60,1,fingertip
216597.6059,1,500.65,795.67,514.04,791.34,0.247,0,21.41,83.88,1,fingertip
216597.6393,1,475.62,802.38,506.38,794.38,0.249,0,23.39,80.94,1,fingertip
216597.6726,1,460.09,814.61,483.26,800.16,0.274,0,34.55,92.86,1,fingertip
216597.7060,1,433.17,827.33,451.87,812.32,0.261,0,27.00,86.72,1,fingertip
216597.7393,1,400.35,849.50,416.12,833.43,0.278,0,23.71,77.28,1,fingertip
216597.7727,1,344.54,861.18,362.10,850.40,0.262,0,40.89,92.85,1,fingertip
216597.8060,1,278.10,891.25,295.06,877.66,0.275,0,23.37,83.16,1,fingertip
216597.8394,1,209.79,919.77,224.76,907.32,0.252,0,37.48,93.48,1,fingertip
216597.8727,1,121.60,933.20,137.22,925.65,0.229,0,26.00,86.43,1,fingertip
216597.9061,1,41.06,951.41,54.34,943.97,0.263,0,26.87,83.00,1,fingertip
216597.9394,1,0.00,970.73,7.67,963.11,0.265,0,32.04,92.16,1,fingertip
216597.9728,1,0.00,982.00,1.24,976.48,0.261,0,20.98,79.99,1,fingertip
216598.0061,1,0.00,982.00,0.23,980.23,0.264,0,31.14,89.74,1,fingertip
216598.0395,1,0.00,982.00,0.05,981.37,0.264,0,31.10,87.75,1,fingertip
216598.0728,1,0.00,982.00,0.01,981.76,0.260,0,27.55,82.78,1,fingertip
216598.1062,1,0.00,981.54,0.00,981.63,0.278,0,35.28,93.28,1,fingertip
216598.1395,1,0.00,968.95,0.00,975.56,0.268,0,28.55,88.73,1,fingertip
216598.1729,1,0.00,957.95,0.00,969.62,0.257,0,29.64,85.24,1,fingertip
216598.2062,1,0.00,947.40,0.00,964.17,0.251,0,36.69,90.24,1,fingertip
216598.2396,1,0.00,943.18,0.00,955.91,0.257,0,25.52,82.62,1,fingertip
216598.2729,1,0.00,930.82,0.00,943.49,0.244,0,33.65,84.80,1,fingertip
216598.3063,1,0.00,933.33,0.00,938.37,0.243,0,30.75,82.43,1,fingertip
216598.3396,1,0.00,937.61,0.00,938.02,0.248,0,35.89,86.75,1,fingertip
216598.3730,1,0.00,933.80,0.00,936.09,0.240,0,24.38,79.25,1,fingertip
216598.4063,1,0.00,935.70,0.00,935.93,0.247,0,37.79,92.15,1,fingertip
216598.4397,1,0.00,943.49,0.00,938.52,0.259,0,19.43,78.49,1,fingertip
216598.4730,1,0.00,945.20,0.00,940.28,0.255,0,40.31,95.69,1,fingertip
216598.5064,1,0.00,954.70,0.00,943.80,0.282,0,20.00,82.59,1,fingertip
216598.5397,1,0.00,938.21,0.00,942.82,0.224,0,23.15,84.46,1,fingertip
216598.5731,1,0.00,920.56,0.00,934.72,0.167,0,23.97,81.61,1,fingertip
216598.6064,1,0.00,915.09,0.00,925.83,0.167,1,29.51,89.07,1,fingertip
216598.6398,1,0.00,919.69,0.00,923.06,0.158,1,24.14,80.12,1,fingertip
216598.6731,1,0.00,921.79,0.00,922.52,0.167,1,36.46,90.23,1,fingertip
216598.7065,1,0.00,921.73,0.00,922.20,0.148,1,33.30,90.37,1,fingertip
216598.7398,1,0.00,920.66,0.00,921.62,0.149,1,19.78,77.01,1,fingertip
216598.7732,1,0.00,918.69,0.00,920.54,0.147,1,38.72,96.55,1,fingertip
216598.8065,1,0.00,934.08,0.00,923.65,0.158,1,23.37,88.87,1,fingertip
216598.8399,1,0.00,931.93,0.00,925.42,0.158,1,23.08,90.10,1,fingertip
216598.8732,1,0.00,932.16,0.00,927.24,0.171,1,21.24,87.29,1,fingertip
216598.9066,1,0.00,925.81,0.00,926.89,0.146,1,19.78,84.70,1,fingertip
216598.9399,1,0.00,933.16,0.00,928.69,0.162,1,20.04,83.77,1,fingertip
216598.9733,1,0.00,945.51,0.00,935.28,0.189,1,22.33,87.49,1,fingertip
216599.0066,1,0.00,982.00,0.00,961.96,0.375,0,28.75,88.60,1,fingertip
216599.0400,1,0.00,982.00,0.00,973.87,0.588,0,20.47,80.67,1,fingertip
216599.0733,1,0.00,982.00,0.00,978.58,0.669,0,26.28,84.70,1,fingertip
216599.1067,1,0.00,982.00,0.00,980.47,0.727,0,32.74,92.96,1,fingertip
216599.1400,1,0.00,982.00,0.00,981.26,0.793,0,20.47,80.31,1,fingertip
216599.1734,1,1.90,982.00,0.36,981.62,0.767,0,27.98,86.99,1,fingertip
216599.2067,1,4.20,982.00,1.23,981.79,0.718,0,34.60,90.12,1,fingertip
216599.2401,1,21.15,982.00,8.74,981.88,0.734,0,20.64,77.62,1,fingertip
216599.2734,1,16.48,982.00,11.82,981.93,0.763,0,33.91,90.53,1,fingertip
216599.3068,1,23.05,982.00,16.70,981.95,0.740,0,21.56,78.96,1,fingertip
216599.3401,1,26.72,982.00,21.26,981.97,0.746,0,37.16,91.72,1,fingertip
216599.3735,1,30.37,982.00,25.51,981.98,0.735,0,19.00,77.66,1,fingertip
216599.4068,1,48.23,982.00,37.56,981.98,0.731,0,36.40,92.44,1,fingertip
216599.4402,1,60.38,982.00,50.64,981.99,0.721,0,18.98,85.31,1,fingertip
216599.4735,1,105.11,982.00,87.17,981.99,0.725,0,21.48,90.04,1,fingertip
216599.5069,1,149.59,982.00,132.90,981.99,0.718,0,23.58,89.64,1,fingertip
216599.5402,1,231.89,982.00,211.76,982.00,0.687,0,21.07,88.55,1,fingertip
216599.5736,1,313.08,982.00,295.99,982.00,0.676,0,18.73,86.11,1,fingertip
216599.6069,1,400.87,982.00,385.50,982.00,0.653,0,20.99,90.13,1,fingertip
216599.6403,1,495.25,982.00,480.89,982.00,0.597,0,19.48,85.44,1,fingertip
216599.6736,1,594.53,982.00,580.97,982.00,0.614,0,22.45,89.02,1,fingertip
216599.7070,1,689.85,982.00,677.64,982.00,0.606,0,21.20,88.67,1,fingertip
216599.7403,1,790.14,982.00,778.20,982.00,0.594,0,23.43,85.51,1,fingertip
216599.7737,1,887.39,982.00,876.22,982.00,0.629,0,21.21,87.67,1,fingertip
216599.8070,1,945.41,982.00,938.07,982.00,0.624,0,22.52,83.63,1,fingertip
216599.8404,1,974.63,982.00,970.38,982.00,0.616,0,26.33,86.28,1,fingertip
216599.8737,1,991.43,982.00,988.68,982.00,0.627,0,21.55,82.39,1,fingertip
216599.9071,1,1004.00,978.49,1001.74,981.29,0.629,0,28.71,86.77,1,fingertip
216599.9404,1,995.23,959.72,996.37,973.20,0.627,0,27.64,84.55,1,fingertip
216599.9738,1,987.29,948.53,989.18,961.28,0.598,0,32.80,90.33,1,fingertip
216600.0071,1,985.74,944.08,986.57,952.31,0.600,0,21.51,78.74,1,fingertip
216600.0405,1,982.41,945.78,983.59,948.98,0.590,0,33.60,89.83,1,fingertip
216600.0738,1,977.15,937.67,979.27,943.10,0.578,0,35.89,92.57,1,fingertip
216600.1072,1,962.95,937.82,969.61,940.43,0.583,0,21.45,81.42,1,fingertip
216600.1405,1,956.02,939.37,962.77,939.93,0.601,0,23.35,85.39,1,fingertip
216600.1739,1,932.33,937.06,954.42,938.63,0.598,0,24.08,81.13,1,fingertip
216600.2072,1,907.41,927.54,932.98,933.38,0.621,0,31.84,89.90,1,fingertip
216600.2406,1,869.66,922.10,892.58,927.85,0.630,0,23.54,80.33,1,fingertip
216600.2739,1,830.92,912.47,848.53,919.85,0.600,0,53.51,107.55,1,fingertip
216600.3073,1,804.21,911.28,815.79,915.41,0.601,0,32.84,107.25,1,fingertip
216600.3406,1,756.37,908.24,770.05,911.76,0.585,0,21.76,95.96,1,fingertip
216600.3740,1,716.98,911.96,728.35,911.85,0.578,0,27.14,89.95,1,fingertip
216600.4073,1,685.00,908.07,694.07,910.13,0.588,0,24.08,80.95,1,fingertip
216600.4407,1,652.42,901.93,661.03,906.33,0.588,0,33.39,87.39,1,fingertip
216600.4740,1,628.02,883.32,634.98,894.15,0.581,0,26.25,80.54,1,fingertip
216600.5074,1,596.60,870.00,604.66,880.23,0.564,0,41.70,94.06,1,fingertip
216600.5407,1,578.19,861.81,583.97,869.29,0.545,0,25.55,86.48,1,fingertip
216600.5741,1,569.15,849.75,572.65,857.37,0.537,0,23.91,78.01,1,fingertip
216600.6074,1,561.45,846.91,564.33,851.09,0.536,0,36.72,91.38,1,fingertip
216600.6408,1,563.43,838.72,563.69,843.71,0.526,0,22.37,80.68,1,fingertip
216600.6741,1,561.40,837.39,562.14,840.07,0.530,0,35.13,91.00,1,fingertip
216600.7075,1,560.41,834.67,561.03,837.07,0.531,0,18.60,76.50,1,fingertip
216600.7408,1,562.13,839.99,561.69,838.55,0.529,0,35.15,92.59,1,fingertip
216600.7742,1,572.02,841.91,567.13,840.07,0.536,0,19.45,78.90,1,fingertip
216600.8075,1,577.95,839.54,571.86,839.85,0.534,0,34.10,91.59,1,fingertip
216600.8409,1,576.32,835.55,573.55,838.07,0.523,0,20.02,78.50,1,fingertip
216600.8742,1,588.78,842.88,576.96,839.76,0.512,0,33.69,95.40,1,fingertip
216600.9076,1,590.56,840.81,580.60,840.10,0.518,0,25.59,94.07,1,fingertip
216600.9409,1,594.77,842.07,585.75,840.65,0.517,0,24.61,93.70,1,fingertip
216600.9743,1,593.78,839.93,588.88,840.46,0.516,0,21.59,89.14,1,fingertip
216601.0076,1,596.88,838.29,592.16,839.86,0.510,0,21.42,90.12,1,fingertip
216601.0410,1,598.91,838.49,594.99,839.49,0.503,0,20.93,88.36,1,fingertip
216601.0743,1,597.08,836.83,595.82,838.74,0.506,0,24.95,95.51,1,fingertip
216601.1077,1,603.23,837.47,598.90,838.39,0.511,0,22.56,90.91,1,fingertip
216601.1410,1,591.00,831.00,596.29,836.03,0.496,0,24.16,92.72,1,fingertip
216601.1744,1,594.39,826.92,595.73,832.71,0.489,0,23.37,93.48,1,fingertip
216601.2077,1,600.82,826.17,597.34,830.22,0.489,0,23.01,89.35,1,fingertip
216601.2411,1,582.20,815.36,594.32,823.66,0.450,0,26.68,92.87,1,fingertip
216601.2744,1,588.35,808.30,592.81,816.22,0.426,0,21.31,87.60,1,fingertip
216601.3078,1,578.33,801.12,587.65,808.45,0.404,0,21.59,88.31,1,fingertip
216601.3411,1,576.78,779.28,583.28,791.50,0.353,0,27.56,89.73,1,fingertip
216601.3745,1,587.99,722.40,584.88,743.26,0.230,0,20.53,83.89,1,fingertip
216601.4078,1,606.84,677.62,590.15,693.95,0.122,0,24.30,87.20,1,fingertip
216601.4412,1,612.58,677.13,599.10,681.55,0.124,1,19.26,82.74,1,fingertip
216601.4745,1,609.49,680.45,603.57,680.77,0.123,1,24.92,86.26,1,fingertip
216601.5079,1,608.46,678.10,605.65,678.98,0.118,1,31.99,94.10,1,fingertip
216601.5412,1,611.29,680.19,608.05,679.74,0.120,1,19.63,80.63,1,fingertip
216601.5746,1,617.85,665.61,612.43,670.89,0.076,1,31.11,89.52,1,fingertip
216601.6079,1,617.78,677.62,614.79,674.71,0.112,1,21.10,79.99,1,fingertip
216601.6413,1,615.87,674.59,615.24,674.65,0.111,1,31.76,89.56,1,fingertip
216601.6746,1,621.04,681.02,617.66,677.60,0.124,1,26.31,83.14,1,fingertip
216601.7080,1,632.97,687.32,624.82,681.20,0.111,1,29.23,87.62,1,fingertip
216601.7413,1,626.58,680.38,625.60,680.92,0.104,1,29.29,83.81,1,fingertip
216601.7747,1,623.77,675.78,624.87,679.06,0.088,1,40.95,92.40,1,fingertip
216601.8080,1,626.74,680.98,625.58,679.68,0.112,1,21.31,81.55,1,fingertip
216601.8414,1,623.85,675.31,624.99,678.22,0.086,1,25.01,84.75,1,fingertip
216601.8747,1,630.35,678.54,626.89,678.32,0.091,1,22.07,82.16,1,fingertip
216601.9081,1,629.10,681.09,627.65,679.05,0.085,1,29.78,89.56,1,fingertip
216601.9414,1,625.45,680.57,626.98,679.40,0.088,1,18.92,77.88,1,fingertip
216601.9748,1,634.07,686.42,629.39,680.78,0.105,1,29.87,88.78,1,fingertip
216602.0081,1,633.09,686.68,630.65,682.26,0.110,1,25.30,83.80,1,fingertip
216602.0415,1,624.58,682.26,629.02,682.26,0.122,1,21.06,80.71,1,fingertip
216602.0748,1,633.53,686.24,630.34,683.31,0.118,1,35.65,95.50,1,fingertip
216602.1082,1,600.38,733.18,619.96,709.96,0.200,1,24.26,86.63,1,fingertip
216602.1415,1,583.37,789.89,601.03,765.60,0.319,1,22.61,82.80,1,fingertip
216602.1749,1,577.70,819.24,587.83,805.14,0.383,0,28.09,85.78,1,fingertip
216602.2082,1,587.78,833.76,587.80,826.27,0.421,0,22.93,80.24,1,fingertip
216602.2416,1,589.15,847.10,588.45,841.49,0.433,0,35.26,92.41,1,fingertip
216602.2749,1,594.19,847.76,590.85,845.91,0.427,0,21.63,80.93,1,fingertip
216602.3083,1,593.77,846.97,591.92,846.62,0.433,0,37.28,94.80,1,fingertip
216602.3416,1,589.20,841.28,590.94,843.32,0.425,0,24.40,86.14,1,fingertip
216602.3750,1,592.88,840.94,591.56,841.96,0.420,0,25.40,78.51,1,fingertip
216602.4083,1,591.90,839.90,591.66,840.88,0.427,0,36.89,89.99,1,fingertip
216602.4417,1,587.71,837.54,590.44,839.30,0.425,0,21.52,78.44,1,fingertip
216602.4750,1,591.16,836.66,590.64,838.18,0.410,0,34.90,90.50,1,fingertip
216602.5084,1,586.50,833.80,589.40,836.59,0.431,0,19.99,77.35,1,fingertip
216602.5417,1,593.63,827.91,590.43,834.25,0.393,0,31.45,85.57,1,fingertip
216602.5751,1,588.54,774.59,589.96,803.66,0.286,0,35.95,88.40,1,fingertip
216602.6084,1,594.89,707.76,590.89,735.38,0.148,0,24.31,79.55,1,fingertip
216602.6418,1,608.95,696.21,596.80,706.74,0.125,1,36.08,89.65,1,fingertip
216602.6751,1,616.64,699.11,605.38,701.35,0.112,1,27.51,84.21,1,fingertip
216602.7085,1,618.89,700.48,611.73,700.76,0.103,1,36.50,88.31,1,fingertip
216602.7418,1,624.67,700.62,618.14,700.67,0.108,1,22.26,83.01,1,fingertip
216602.7752,1,624.62,702.91,621.30,701.99,0.107,1,18.55,83.93,1,fingertip
216602.8085,1,622.97,706.29,622.07,704.29,0.138,1,29.22,87.67,1,fingertip
216602.8419,1,634.35,707.31,628.02,705.75,0.130,1,20.60,78.29,1,fingertip
216602.8752,1,625.73,702.17,627.02,704.09,0.124,1,29.68,89.08,1,fingertip
216602.9086,1,616.42,702.95,623.46,703.59,0.123,1,27.08,82.99,1,fingertip
216602.9419,1,623.57,698.02,623.50,701.17,0.126,1,30.63,86.48,1,fingertip
216602.9753,1,622.40,700.89,623.19,701.06,0.110,1,29.12,82.45,1,fingertip
216603.0086,1,620.12,696.20,622.45,699.10,0.107,1,33.85,86.50,1,fingertip
216603.0420,1,621.03,704.40,622.15,700.88,0.132,1,28.77,82.14,1,fingertip
216603.0753,1,619.63,700.69,621.69,700.82,0.102,1,33.11,84.37,1,fingertip
216603.1087,1,618.44,705.88,621.04,702.09,0.115,1,33.63,84.85,1,fingertip
216603.1420,1,625.34,702.28,621.88,702.13,0.129,1,36.34,88.08,1,fingertip
216603.1754,1,629.21,703.49,623.80,702.42,0.124,1,20.45,80.68,1,fingertip
216603.2087,1,631.13,704.08,626.08,702.73,0.121,1,19.17,81.48,1,fingertip
216603.2421,1,630.99,704.71,627.69,703.09,0.112,1,31.98,92.15,1,fingertip
216603.2754,1,624.21,704.05,626.73,703.28,0.134,1,17.30,78.07,1,fingertip
216603.3088,1,628.64,699.93,627.26,702.62,0.121,1,33.27,91.80,1,fingertip
216603.3421,1,630.30,704.14,628.13,702.89,0.130,1,19.53,78.23,1,fingertip
216603.3755,1,625.60,703.69,627.51,703.03,0.122,1,28.53,87.06,1,fingertip
216603.4088,1,628.53,701.96,627.76,702.84,0.129,1,27.82,82.41,1,fingertip
216603.4422,1,632.72,700.29,629.14,702.32,0.124,1,37.56,91.84,1,fingertip
216603.4755,1,634.88,701.23,630.92,702.09,0.131,1,20.68,79.38,1,fingertip
216603.5089,1,634.34,700.77,632.00,701.80,0.122,1,30.20,88.90,1,fingertip
216603.5422,1,629.70,712.09,631.37,704.30,0.148,1,35.24,91.29,1,fingertip
216603.5756,1,619.69,771.92,628.97,743.81,0.275,1,19.75,77.91,1,fingertip
216603.6089,1,631.54,807.64,629.42,787.94,0.368,0,32.87,90.79,1,fingertip
216603.6423,1,641.68,832.59,633.00,820.25,0.384,0,20.24,77.88,1,fingertip
216603.6756,1,683.17,860.26,660.32,849.88,0.413,0,34.45,87.15,1,fingertip
216603.7090,1,720.84,870.02,700.75,864.62,0.409,0,28.69,82.69,1,fingertip
216603.7423,1,747.83,883.35,734.26,878.14,0.420,0,33.78,84.11,1,fingertip
216603.7757,1,777.29,895.86,765.91,890.76,0.454,0,24.59,80.19,1,fingertip
216603.8090,1,803.37,906.14,793.88,901.52,0.418,0,30.28,88.44,1,fingertip
216603.8424,1,838.46,921.00,827.84,915.06,0.408,0,34.54,89.83,1,fingertip
216603.8757,1,867.42,936.22,858.28,929.74,0.410,0,29.74,86.42,1,fingertip
216603.9091,1,919.58,956.32,906.78,948.37,0.414,0,35.38,88.65,1,fingertip
216603.9424,1,970.34,974.72,958.13,966.98,0.395,0,25.95,82.49,1,fingertip
216603.9758,1,1051.92,982.00,1036.41,977.41,0.407,0,31.84,87.59,1,fingertip
216604.0091,1,1146.16,982.00,1130.48,980.46,0.370,0,22.71,78.69,1,fingertip
216604.0425,1,1229.05,982.00,1216.09,981.43,0.448,0,38.22,91.18,1,fingertip
216604.0758,1,1292.27,982.00,1282.43,981.77,0.523,0,19.75,77.79,1,fingertip
216604.1092,1,1320.90,982.00,1315.58,981.90,0.427,0,33.02,90.26,1,fingertip
216604.1425,1,1333.58,982.00,1330.80,981.95,0.397,0,33.69,90.87,1,fingertip
216604.1759,1,1327.16,982.00,1327.82,981.97,0.427,0,31.17,88.91,1,fingertip
216604.2092,1,1318.36,982.00,1320.41,981.99,0.434,0,28.40,84.20,1,fingertip
216604.2426,1,1310.04,982.00,1312.73,981.99,0.377,0,32.25,85.68,1,fingertip
216604.2759,1,1295.08,982.00,1300.76,981.99,0.406,0,24.25,77.65,1,fingertip
216604.3093,1,1283.25,982.00,1290.27,982.00,0.408,0,35.10,90.37,1,fingertip
216604.3426,1,1270.72,982.00,1280.74,982.00,0.376,0,29.45,86.76,1,fingertip
