t,hand,raw_x,raw_y,x,y,pinch_ratio,pinched,vision_ms,latency_ms,filter,anchor,mode
217019.9445,0,664.79,220.17,664.79,220.17,,0,20.28,79.82,1,palm,relative
217019.9779,0,664.79,220.17,664.79,220.17,,0,20.57,76.41,1,palm,relative
217020.0112,0,664.79,220.17,664.79,220.17,,0,26.96,82.25,1,palm,relative
217020.0446,0,664.79,220.17,664.79,220.17,,0,17.91,73.33,1,palm,relative
217020.0779,0,664.79,220.17,664.79,220.17,,0,31.39,86.54,1,palm,relative
217020.1113,0,664.79,220.17,664.79,220.17,,0,8.58,68.76,1,palm,relative
217020.1446,0,664.79,220.17,664.79,220.17,,0,23.15,83.66,1,palm,relative
217020.1780,0,664.79,220.17,664.79,220.17,,0,12.10,69.35,1,palm,relative
217020.2113,0,664.79,220.17,664.79,220.17,,0,26.44,84.29,1,palm,relative
217020.2447,0,664.79,220.17,664.79,220.17,,0,9.87,74.71,1,palm,relative
217020.2780,0,664.79,220.17,664.79,220.17,,0,19.93,83.68,1,palm,relative
217020.3114,0,664.79,220.17,664.79,220.17,,0,12.67,75.95,1,palm,relative
217020.3447,0,664.79,220.17,664.79,220.17,,0,21.35,85.16,1,palm,relative
217020.3781,0,664.79,220.17,664.79,220.17,,0,13.94,74.37,1,palm,relative
217020.4114,0,664.79,220.17,664.79,220.17,,0,19.97,81.12,1,palm,relative
217020.4448,0,664.79,220.17,664.79,220.17,,0,23.49,83.67,1,palm,relative
217020.4781,0,664.79,220.17,664.79,220.17,,0,21.86,78.68,1,palm,relative
217020.5115,0,664.79,220.17,664.79,220.17,,0,26.69,83.20,1,palm,relative
217020.5448,0,664.79,220.17,664.79,220.17,,0,12.27,72.83,1,palm,relative
217020.5782,0,664.79,220.17,664.79,220.17,,0,17.46,77.12,1,palm,relative
217020.6115,0,664.79,220.17,664.79,220.17,,0,19.38,78.37,1,palm,relative
217020.6449,0,664.79,220.17,664.79,220.17,,0,23.29,81.24,1,palm,relative
217020.6782,0,664.79,220.17,664.79,220.17,,0,14.92,74.27,1,palm,relative
217020.7116,0,664.79,220.17,664.79,220.17,,0,30.64,88.33,1,palm,relative
217020.7449,0,664.79,220.17,664.79,220.17,,0,12.20,74.71,1,palm,relative
217020.7783,0,664.79,220.17,664.79,220.17,,0,19.76,84.06,1,palm,relative
217020.8116,0,664.79,220.17,664.79,220.17,,0,16.98,75.48,1,palm,relative
217020.8450,0,664.79,220.17,664.79,220.17,,0,30.44,88.81,1,palm,relative
217020.8783,0,664.79,220.17,664.79,220.17,,0,12.01,73.65,1,palm,relative
217020.9117,0,664.79,220.17,664.79,220.17,,0,17.91,82.23,1,palm,relative
217020.9450,0,664.79,220.17,664.79,220.17,,0,22.99,80.34,1,palm,relative
217020.9784,0,664.79,220.17,664.79,220.17,,0,18.18,80.96,1,palm,relative
217021.0117,0,664.79,220.17,664.79,220.17,,0,17.41,110.71,1,palm,relative
217021.0451,0,664.79,220.17,664.79,220.17,,0,16.12,110.59,1,palm,relative
217021.0784,0,664.79,220.17,664.79,220.17,,0,18.03,112.48,1,palm,relative
217021.1118,0,664.79,220.17,664.79,220.17,,0,11.91,110.07,1,palm,relative
217021.1451,0,664.79,220.17,664.79,220.17,,0,19.56,115.59,1,palm,relative
217021.1785,0,664.79,220.17,664.79,220.17,,0,13.71,113.60,1,palm,relative
217021.2118,0,664.79,220.17,664.79,220.17,,0,14.58,109.56,1,palm,relative
217021.2452,0,664.79,220.17,664.79,220.17,,0,14.61,111.01,1,palm,relative
217021.2785,0,664.79,220.17,664.79,220.17,,0,25.04,124.99,1,palm,relative
217021.3119,0,664.79,220.17,664.79,220.17,,0,11.37,105.70,1,palm,relative
217021.3452,0,664.79,220.17,664.79,220.17,,0,11.70,109.19,1,fingertip,relative
217021.3786,0,664.79,220.17,664.79,220.17,,0,17.00,112.20,1,fingertip,relative
217021.4119,0,664.79,220.17,664.79,220.17,,0,14.25,113.25,1,fingertip,relative
217021.4453,0,664.79,220.17,664.79,220.17,,0,19.05,115.13,1,fingertip,relative
217021.4786,0,664.79,220.17,664.79,220.17,,0,9.03,106.95,1,fingertip,relative
217021.5120,0,664.79,220.17,664.79,220.17,,0,15.73,112.89,1,fingertip,relative
217021.5453,0,664.79,220.17,664.79,220.17,,0,23.92,121.80,1,fingertip,relative
217021.5787,0,664.79,220.17,664.79,220.17,,0,14.52,114.29,1,fingertip,relative
217021.6120,0,664.79,220.17,664.79,220.17,,0,21.15,114.68,1,fingertip,relative
217021.6454,0,664.79,220.17,664.79,220.17,,0,14.41,111.69,1,fingertip,relative
217021.6787,0,664.79,220.17,664.79,220.17,,0,25.47,119.77,1,fingertip,relative
217021.7121,0,664.79,220.17,664.79,220.17,,0,15.05,113.11,1,fingertip,relative
217021.7454,0,664.79,220.17,664.79,220.17,,0,14.26,109.91,1,fingertip,relative
217021.7788,0,664.79,220.17,664.79,220.17,,0,19.00,116.87,1,fingertip,relative
217021.8121,0,664.79,220.17,664.79,220.17,,0,20.24,117.98,1,fingertip,relative
217021.8455,0,664.79,220.17,664.79,220.17,,0,18.42,117.25,1,fingertip,relative
217021.8788,0,664.79,220.17,664.79,220.17,,0,9.84,109.07,1,fingertip,relative
217021.9122,0,664.79,220.17,664.79,220.17,,0,16.41,114.75,1,fingertip,relative
217021.9455,0,664.79,220.17,664.79,220.17,,0,13.67,115.55,1,fingertip,relative
217021.9789,0,664.79,220.17,664.79,220.17,,0,14.19,111.89,1,fingertip,relative
217022.0122,0,664.79,220.17,664.79,220.17,,0,15.50,116.95,1,fingertip,relative
217022.0456,0,664.79,220.17,664.79,220.17,,0,18.70,117.21,1,fingertip,relative
217022.0789,1,1512.00,0.00,664.79,220.17,,0,23.35,125.61,1,fingertip,relative
217022.1123,0,664.79,220.17,664.79,220.17,,0,21.12,118.72,1,fingertip,relative
217022.1456,0,664.79,220.17,664.79,220.17,,0,19.94,119.24,1,fingertip,relative
217022.1790,1,576.64,0.00,0.00,0.00,,0,25.18,121.63,1,fingertip,relative
217022.2123,1,515.05,0.00,0.00,177.54,,0,22.22,119.68,1,fingertip,relative
217022.2457,1,502.66,0.00,0.00,335.63,,0,22.20,119.93,1,fingertip,relative
217022.2790,1,512.14,0.00,0.00,509.97,0.264,0,20.62,116.30,1,fingertip,relative
217022.3124,1,495.79,64.92,0.00,761.64,0.261,0,26.29,124.88,1,fingertip,relative
217022.3457,1,479.84,155.97,0.00,982.00,0.260,0,22.55,119.12,1,fingertip,relative
217022.3791,1,454.93,193.60,0.00,982.00,0.277,0,23.22,121.05,1,fingertip,relative
217022.4124,1,435.71,222.10,0.00,982.00,0.285,0,21.10,116.27,1,fingertip,relative
217022.4458,1,422.73,232.30,0.00,982.00,0.288,0,29.34,126.16,1,fingertip,relative
217022.4791,1,402.07,276.19,0.00,982.00,0.318,0,17.83,113.05,1,fingertip,relative
217022.5125,1,375.08,287.27,0.00,982.00,0.331,0,24.00,120.14,1,fingertip,relative
217022.5458,1,376.31,313.16,0.00,982.00,0.346,0,24.46,118.25,1,fingertip,relative
217022.5792,1,375.49,332.98,0.00,982.00,0.358,0,22.38,119.81,1,fingertip,relative
217022.6125,1,389.72,367.51,0.36,982.00,0.353,0,17.16,111.99,1,fingertip,relative
217022.6459,1,415.45,391.38,2.72,982.00,0.366,0,27.80,123.12,1,fingertip,relative
217022.6792,1,419.36,417.28,4.47,982.00,0.368,0,24.15,118.34,1,fingertip,relative
217022.7126,1,460.98,433.46,7.82,982.00,0.368,0,21.09,114.90,1,fingertip,relative
217022.7459,1,503.23,412.34,10.44,982.00,0.346,0,39.55,136.58,1,fingertip,relative
217022.7793,1,519.04,416.02,13.03,982.00,0.341,0,19.94,123.38,1,fingertip,relative
217022.8126,1,554.84,400.41,17.34,981.13,0.341,0,17.89,115.31,1,fingertip,relative
217022.8460,1,564.93,391.02,21.41,979.82,0.349,0,22.32,117.61,1,fingertip,relative
217022.8793,1,561.82,364.04,24.31,977.15,0.332,0,25.63,122.89,1,fingertip,relative
217022.9127,1,584.08,356.42,27.54,975.00,0.329,0,21.74,118.05,1,fingertip,relative
217022.9460,1,607.39,349.60,31.11,973.21,0.315,0,18.61,115.84,1,fingertip,relative
217022.9794,1,634.40,321.91,35.78,969.34,0.300,0,20.79,118.08,1,fingertip,relative
217023.0127,1,678.70,312.40,43.30,964.14,0.299,0,22.39,117.53,1,fingertip,relative
217023.0461,1,703.17,316.37,49.76,960.77,0.319,0,38.23,136.92,1,fingertip,relative
217023.0794,1,712.77,296.75,54.54,956.44,0.298,0,24.04,127.84,1,fingertip,relative
217023.1128,1,738.84,275.23,60.18,950.24,0.294,0,24.17,121.90,1,fingertip,relative
217023.1461,1,748.89,246.22,65.24,941.08,0.293,0,22.10,120.16,1,fingertip,relative
217023.1795,1,771.37,241.99,69.67,935.15,0.285,0,25.15,119.90,1,fingertip,relative
217023.2128,1,816.34,198.74,79.98,919.45,0.275,0,17.40,113.39,1,fingertip,relative
217023.2462,1,816.03,176.58,85.90,906.04,0.266,0,27.54,122.53,1,fingertip,relative
217023.2795,1,820.53,173.72,88.83,899.82,0.262,0,24.43,118.23,1,fingertip,relative
217023.3129,1,822.83,175.64,90.43,897.01,0.256,0,24.70,117.87,1,fingertip,relative
217023.3462,1,794.45,173.47,90.17,895.13,0.264,0,39.55,137.68,1,fingertip,relative
217023.3796,1,773.60,182.38,89.87,894.98,0.270,0,24.29,128.84,1,fingertip,relative
217023.4129,1,762.30,190.49,89.56,895.06,0.277,0,27.27,125.31,1,fingertip,relative
217023.4463,1,755.46,181.40,89.35,894.97,0.262,0,17.28,112.08,1,fingertip,relative
217023.4796,1,756.19,171.62,89.04,894.53,0.267,0,24.35,121.31,1,fingertip,relative
217023.5130,1,747.70,188.42,89.04,894.53,0.274,0,23.93,118.75,1,fingertip,relative
217023.5463,1,752.12,189.74,89.04,894.53,0.290,0,25.63,123.95,1,fingertip,relative
217023.5797,1,760.98,172.66,89.04,894.53,0.275,0,22.14,119.00,1,fingertip,relative
217023.6130,1,763.13,167.66,89.04,894.52,0.273,0,22.73,121.63,1,fingertip,relative
217023.6464,1,764.13,169.29,89.04,894.52,0.277,0,18.61,116.79,1,fingertip,relative
217023.6797,1,746.78,181.80,89.04,894.52,0.278,0,18.56,120.05,1,fingertip,relative
217023.7131,1,738.65,165.59,88.98,894.46,0.279,0,21.77,117.48,1,fingertip,relative
217023.7464,1,744.07,152.26,88.68,893.46,0.257,0,23.40,119.18,1,fingertip,relative
217023.7798,1,738.96,171.23,88.68,893.46,0.265,0,20.04,116.87,1,fingertip,relative
217023.8131,1,768.09,156.00,88.71,893.42,0.213,0,29.00,123.86,1,fingertip,relative
217023.8465,1,790.16,181.28,89.18,893.77,0.227,0,18.00,114.74,1,fingertip,relative
217023.8798,1,842.50,218.03,92.09,896.25,0.300,0,33.05,128.74,1,fingertip,relative
217023.9132,1,874.75,278.02,99.56,909.29,0.356,0,23.02,122.41,1,fingertip,relative
217023.9465,1,926.73,325.26,118.58,943.25,0.415,0,21.88,117.50,1,fingertip,relative
217023.9799,1,963.30,347.19,139.75,976.15,0.452,0,22.38,120.09,1,fingertip,relative
217024.0132,1,1019.26,361.86,164.60,982.00,0.493,0,22.33,120.62,1,fingertip,relative
217024.0466,1,1063.66,358.38,184.52,982.00,0.500,0,19.53,119.13,1,fingertip,relative
217024.0799,1,1126.42,345.81,207.71,982.00,0.522,0,21.83,116.72,1,fingertip,relative
217024.1133,1,1194.66,296.89,239.07,973.17,0.537,0,26.08,123.86,1,fingertip,relative
217024.1466,1,1263.64,285.01,275.19,964.76,0.545,0,18.19,114.78,1,fingertip,relative
217024.1800,1,1356.74,253.08,329.74,951.33,0.579,0,21.58,120.31,1,fingertip,relative
217024.2133,1,1458.75,245.11,402.51,937.93,0.581,0,18.02,115.46,1,fingertip,relative
217024.2467,1,1512.00,237.89,480.36,922.46,0.540,0,32.81,128.82,1,fingertip,relative
217024.2800,1,1512.00,257.94,570.23,915.86,0.609,0,20.68,119.15,1,fingertip,relative
217024.3134,1,1512.00,235.83,652.28,903.27,0.609,0,17.89,114.40,1,fingertip,relative
217024.3467,1,1512.00,288.61,724.37,909.94,0.636,0,29.89,125.36,1,fingertip,relative
217024.3801,0,724.37,909.94,724.37,909.94,,0,19.86,118.92,1,fingertip,relative
217024.4134,0,724.37,909.94,724.37,909.94,,0,19.19,115.75,1,fingertip,relative
217024.4468,0,724.37,909.94,724.37,909.94,,0,19.50,119.52,1,fingertip,relative
217024.4801,0,724.37,909.94,724.37,909.94,,0,25.61,120.20,1,fingertip,relative
217024.5135,0,724.37,909.94,724.37,909.94,,0,20.36,118.70,1,fingertip,relative
217024.5468,0,724.37,909.94,724.37,909.94,,0,25.13,120.21,1,fingertip,relative
217024.5802,0,724.37,909.94,724.37,909.94,,0,22.91,119.22,1,fingertip,relative
217024.6135,0,724.37,909.94,724.37,909.94,,0,25.25,119.60,1,fingertip,relative
217024.6469,1,1512.00,470.32,1002.66,982.00,0.908,0,26.81,123.17,1,fingertip,relative
217024.6802,0,1002.66,982.00,1002.66,982.00,,0,19.70,112.11,1,fingertip,relative
217024.7136,1,1512.00,500.82,1024.38,982.00,0.905,0,29.33,123.59,1,fingertip,relative
217024.7469,1,1512.00,494.83,1028.83,982.00,0.916,0,20.36,110.80,1,fingertip,relative
217024.7803,1,1512.00,511.87,1032.48,982.00,0.913,0,31.04,124.35,1,fingertip,relative
217024.8136,1,1512.00,515.53,1033.31,982.00,0.907,0,19.64,110.85,1,fingertip,relative
217024.8470,1,1512.00,522.39,1033.89,982.00,0.920,0,35.07,128.34,1,fingertip,relative
217024.8803,1,1512.00,507.57,1033.85,982.00,0.918,0,24.48,119.70,1,fingertip,relative
217024.9137,1,1512.00,512.48,1033.38,982.00,0.928,0,17.50,110.53,1,fingertip,relative
217024.9470,1,1512.00,525.83,1033.54,982.00,0.939,0,31.89,123.26,1,fingertip,relative
217024.9804,1,1512.00,526.97,1033.50,982.00,0.932,0,19.06,113.52,1,fingertip,relative
217025.0137,1,1512.00,509.70,1033.50,982.00,0.905,0,33.70,125.78,1,fingertip,relative
217025.0471,1,1512.00,512.72,1033.50,982.00,0.898,0,20.02,114.19,1,fingertip,relative
217025.0804,1,1512.00,510.92,1033.50,982.00,0.947,0,29.58,122.35,1,fingertip,relative
217025.1138,1,1512.00,510.05,1033.50,982.00,0.909,0,25.96,120.07,1,fingertip,relative
217025.1471,1,1512.00,517.67,1033.50,982.00,0.928,0,28.21,122.28,1,fingertip,relative
217025.1805,1,1512.00,501.84,1035.33,981.43,0.902,0,23.41,116.34,1,fingertip,relative
217025.2138,1,1512.00,478.42,1040.25,979.64,0.862,0,28.04,121.43,1,fingertip,relative
217025.2472,1,1512.00,463.08,1056.04,974.81,0.823,0,17.89,111.93,1,fingertip,relative
217025.2805,1,1512.00,442.42,1090.71,963.63,0.817,0,32.24,124.82,1,fingertip,relative
217025.3139,1,1512.00,428.80,1149.10,947.00,0.807,0,23.16,119.16,1,fingertip,relative
217025.3472,1,1512.00,412.02,1215.96,926.87,0.777,0,26.80,120.89,1,fingertip,relative
217025.3806,1,1512.00,375.17,1274.19,897.94,0.782,0,23.65,117.62,1,fingertip,relative
217025.4139,1,1512.00,363.50,1301.17,880.93,0.752,0,20.09,118.48,1,fingertip,relative
217025.4473,1,1512.00,354.97,1320.37,869.61,0.782,0,31.24,127.57,1,fingertip,relative
217025.4806,1,1512.00,356.92,1326.49,865.78,0.784,0,18.36,114.32,1,fingertip,relative
217025.5140,1,1512.00,339.47,1328.56,862.09,0.803,0,21.47,121.20,1,fingertip,relative
217025.5473,1,1512.00,347.10,1329.52,860.58,0.779,0,19.77,113.80,1,fingertip,relative
217025.5807,1,1512.00,368.85,1329.52,860.58,0.812,0,25.45,121.43,1,fingertip,relative
217025.6140,1,1512.00,371.65,1329.54,860.60,0.790,0,20.02,114.19,1,fingertip,relative
217025.6474,1,1512.00,392.72,1329.51,862.22,0.829,0,29.70,123.58,1,fingertip,relative
217025.6807,1,1512.00,402.58,1329.23,863.79,0.830,0,25.01,118.87,1,fingertip,relative
217025.7141,1,1512.00,406.29,1328.57,864.92,0.849,0,25.55,119.42,1,fingertip,relative
217025.7474,1,1512.00,414.39,1328.50,866.47,0.825,0,59.96,158.46,1,fingertip,relative
217025.7808,1,1512.00,443.75,1328.84,869.87,0.828,0,28.46,153.84,1,fingertip,relative
217025.8141,1,1512.00,473.61,1328.78,876.43,0.857,0,29.63,151.36,1,fingertip,relative
217025.8475,1,1512.00,508.31,1329.12,889.03,0.873,0,36.00,154.23,1,fingertip,relative
217025.8808,1,1512.00,565.39,1329.02,923.06,0.945,0,24.40,145.52,1,fingertip,relative
217025.9142,1,1512.00,614.36,1328.07,972.61,0.977,0,27.79,140.18,1,fingertip,relative
217025.9475,1,1512.00,668.45,1329.84,982.00,1.000,0,15.39,122.32,1,fingertip,relative
217025.9809,1,1512.00,700.17,1335.03,982.00,1.035,0,26.96,125.43,1,fingertip,relative
217026.0142,1,1512.00,726.40,1340.65,982.00,1.049,0,22.98,124.15,1,fingertip,relative
217026.0476,1,1512.00,749.40,1346.81,982.00,1.052,0,31.69,126.51,1,fingertip,relative
217026.0809,1,1512.00,775.20,1353.41,982.00,1.043,0,21.60,118.83,1,fingertip,relative
217026.1143,1,1512.00,775.76,1357.28,982.00,1.068,0,24.12,120.44,1,fingertip,relative
217026.1476,1,1512.00,777.68,1361.48,982.00,1.051,0,29.32,129.41,1,fingertip,relative
217026.1810,1,1512.00,779.67,1365.52,982.00,1.056,0,42.37,138.66,1,fingertip,relative
217026.2143,1,1512.00,780.26,1368.82,982.00,1.045,0,16.95,122.45,1,fingertip,relative
217026.2477,1,1512.00,783.29,1371.66,982.00,1.023,0,18.62,117.14,1,fingertip,relative
217026.2810,1,1512.00,780.23,1374.36,982.00,1.071,0,21.97,118.52,1,fingertip,relative
217026.3144,1,1512.00,774.19,1377.60,981.77,1.078,0,22.15,120.70,1,fingertip,relative
217026.3477,1,1512.00,760.74,1380.31,980.72,1.076,0,53.10,152.02,1,fingertip,relative
217026.3811,1,1512.00,748.06,1383.47,979.22,1.074,0,30.57,149.46,1,fingertip,relative
217026.4144,1,1512.00,744.37,1386.35,978.02,1.099,0,36.56,152.90,1,fingertip,relative
217026.4478,1,1512.00,750.59,1390.07,977.41,1.101,0,24.95,144.69,1,fingertip,relative
217026.4811,1,1512.00,737.02,1393.40,976.31,1.107,0,35.64,147.19,1,fingertip,relative
217026.5145,1,1512.00,747.31,1397.75,975.85,1.097,0,36.71,150.74,1,fingertip,relative
217026.5478,1,1512.00,774.33,1400.92,976.81,1.119,0,36.57,154.46,1,fingertip,relative
217026.5812,1,1512.00,771.82,1404.00,977.50,1.142,0,24.87,146.18,1,fingertip,relative
217026.6145,1,1512.00,765.91,1406.28,977.76,1.113,0,34.16,147.20,1,fingertip,relative
217026.6479,1,1512.00,758.03,1408.90,977.59,1.136,0,20.54,134.59,1,fingertip,relative
217026.6812,1,1512.00,759.04,1411.13,977.50,1.139,0,26.63,128.08,1,fingertip,relative
217026.7146,1,1512.00,747.21,1413.45,976.90,1.127,0,23.61,119.41,1,fingertip,relative
217026.7479,1,1512.00,748.80,1415.87,976.46,1.115,0,22.21,114.19,1,fingertip,relative
217026.7813,1,1512.00,747.97,1417.45,976.05,1.144,0,26.41,121.66,1,fingertip,relative
217026.8146,1,1512.00,739.96,1418.99,975.31,1.137,0,19.11,112.37,1,fingertip,relative
217026.8480,1,1512.00,744.05,1417.72,974.95,1.191,0,31.70,124.44,1,fingertip,relative
217026.8813,1,1512.00,776.53,1412.68,976.36,1.165,0,25.14,120.76,1,fingertip,relative
217026.9147,1,1512.00,763.97,1346.11,978.32,1.143,0,20.58,113.83,1,fingertip,relative
217026.9480,1,1512.00,782.78,1146.31,982.00,1.129,0,43.12,137.99,1,fingertip,relative
217026.9814,1,1512.00,763.77,876.98,982.00,1.143,0,23.39,128.27,1,fingertip,relative
217027.0147,1,1512.00,748.05,510.45,977.98,1.133,0,30.17,125.33,1,fingertip,relative
217027.0481,1,1512.00,682.27,177.43,950.72,1.172,0,17.63,112.77,1,fingertip,relative
217027.0814,1,1512.00,573.06,0.00,865.83,1.160,0,32.18,125.59,1,fingertip,relative
217027.1148,1,1421.70,503.41,0.00,752.85,1.083,0,24.32,117.50,1,fingertip,relative
217027.1481,1,1274.69,446.75,0.00,637.80,,0,20.52,113.66,1,fingertip,relative
217027.1815,1,1122.79,377.96,0.00,517.95,0.977,0,30.27,125.08,1,fingertip,relative
217027.2148,1,958.45,281.59,0.00,375.15,0.919,0,21.46,114.77,1,fingertip,relative
217027.2482,1,802.44,221.45,0.00,252.59,0.869,0,38.77,136.77,1,fingertip,relative
217027.2815,1,628.88,56.41,0.00,48.80,0.777,0,21.79,125.46,1,fingertip,relative
217027.3149,1,352.45,0.00,0.00,0.00,0.702,0,22.32,117.50,1,fingertip,relative
217027.3482,1,124.18,0.00,0.00,0.00,0.503,0,25.65,116.96,1,fingertip,relative
217027.3816,1,0.00,0.00,0.00,0.00,,0,27.21,120.51,1,fingertip,relative
217027.4149,1,0.00,0.00,0.00,0.00,,0,25.37,118.33,1,fingertip,relative
217027.4483,1,0.00,0.00,0.00,0.00,,0,25.56,120.53,1,fingertip,relative
