t,hand,raw_x,raw_y,x,y,pinch_ratio,pinched,vision_ms,latency_ms,filter,anchor,mode
217862.3360,1,1512.00,982.00,1302.75,802.19,0.306,0,49.43,227.57,1,palm,relative
217862.4027,1,1512.00,982.00,1308.37,811.95,0.285,0,34.58,195.58,1,palm,relative
217862.4360,1,1512.00,982.00,1310.73,814.63,0.300,0,23.32,185.78,1,palm,relative
217862.4694,1,1512.00,982.00,1320.08,829.68,0.288,0,42.44,195.10,1,palm,relative
217862.5027,1,1512.00,982.00,1329.47,842.04,0.308,0,52.74,214.72,1,palm,relative
217862.5361,1,1512.00,982.00,1332.33,845.50,0.316,0,41.12,222.72,1,palm,relative
217862.6028,1,1512.00,982.00,1337.32,852.73,0.292,0,37.79,194.47,1,palm,relative
217862.6361,1,1512.00,982.00,1337.91,853.86,0.295,0,56.43,217.84,1,palm,relative
217862.6695,1,1512.00,982.00,1337.99,853.92,0.281,0,56.55,241.43,1,palm,relative
217862.7362,1,1512.00,982.00,1338.11,854.11,0.303,0,32.40,207.35,1,palm,relative
217862.8029,1,1512.00,982.00,1338.11,854.11,0.294,0,53.10,194.19,1,palm,relative
217862.8362,1,1512.00,982.00,1338.61,854.82,0.276,0,33.82,194.85,1,palm,relative
217862.8696,1,1512.00,982.00,1338.61,854.82,0.275,0,21.98,184.47,1,palm,relative
217862.9029,1,1512.00,982.00,1339.82,858.08,0.289,0,32.59,183.93,1,palm,relative
217862.9363,1,1512.00,982.00,1339.85,858.23,0.295,0,35.65,186.65,1,palm,relative
217862.9696,1,1512.00,982.00,1339.85,858.23,0.285,0,60.71,214.24,1,palm,relative
217863.0030,1,1512.00,982.00,1341.48,863.91,0.269,0,42.50,223.72,1,palm,relative
217863.0697,1,1512.00,982.00,1345.51,872.37,0.290,0,36.27,193.50,1,palm,relative
217863.1030,1,1512.00,982.00,1346.99,876.21,0.264,0,30.22,190.72,1,palm,relative
217863.1364,1,1512.00,982.00,1347.84,877.56,0.263,0,23.35,181.04,1,palm,relative
217863.1697,1,1512.00,982.00,1349.99,880.43,0.296,0,30.49,178.45,1,palm,relative
217863.2031,1,1512.00,982.00,1352.01,882.07,0.277,0,37.31,182.63,1,palm,relative
217863.2364,1,1512.00,982.00,1352.74,882.08,0.260,0,35.17,184.65,1,palm,relative
217863.2698,1,1512.00,982.00,1353.06,882.24,0.267,0,29.16,180.56,1,palm,relative
217863.3031,1,1512.00,982.00,1355.25,884.27,0.244,0,30.20,177.63,1,palm,relative
217863.3365,1,1512.00,982.00,1356.35,885.76,0.230,0,13.82,158.21,1,palm,relative
217863.3698,1,1512.00,982.00,1356.35,885.76,0.215,0,18.82,151.17,1,palm,relative
217863.4032,1,1512.00,982.00,1356.35,885.76,0.197,0,24.30,152.30,1,palm,relative
217863.4365,1,1512.00,982.00,1356.35,885.76,0.188,0,55.87,187.31,1,palm,relative
217863.4699,1,1512.00,982.00,1356.35,885.76,0.169,0,36.80,190.88,1,palm,relative
217863.5032,1,1512.00,982.00,1356.35,885.76,0.176,0,33.10,190.91,1,palm,relative
217863.5366,1,1512.00,982.00,1356.35,885.76,0.141,0,28.56,186.44,1,palm,relative
217863.5699,1,1512.00,982.00,1356.35,885.76,0.169,0,32.35,185.66,1,palm,relative
217863.6033,1,1512.00,982.00,1356.35,885.76,0.129,0,30.61,183.13,1,palm,relative
217863.6366,1,1512.00,982.00,1356.35,885.76,0.167,0,66.24,216.19,1,palm,relative
217863.6700,1,1512.00,982.00,1356.35,885.76,0.191,0,46.36,229.43,1,palm,relative
217863.7367,1,1512.00,982.00,1356.35,885.76,0.168,0,52.73,215.59,1,palm,relative
217863.8034,1,1512.00,982.00,1356.35,885.76,0.144,0,67.30,216.46,1,palm,relative
217863.8367,1,1512.00,982.00,1356.35,885.76,0.114,0,45.79,229.16,1,palm,relative
217863.9034,1,1512.00,982.00,1356.35,885.76,0.118,1,28.31,191.11,1,palm,relative
217863.9368,1,1512.00,982.00,1356.35,885.76,0.107,1,46.40,204.27,1,palm,relative
217863.9701,1,1512.00,982.00,1356.35,885.76,0.087,1,17.31,188.44,1,palm,relative
217864.0368,1,1512.00,982.00,1356.35,885.76,0.103,1,46.20,180.97,1,palm,relative
217864.0702,1,1512.00,982.00,1356.35,885.76,0.126,1,55.59,203.51,1,palm,relative
217864.1035,1,1512.00,982.00,1356.35,885.76,0.143,1,19.34,189.76,1,palm,relative
217864.1702,1,1512.00,982.00,1356.35,885.76,0.234,0,20.61,153.49,1,palm,relative
217864.2036,1,1512.00,982.00,1356.35,885.76,0.327,0,29.24,161.00,1,palm,relative
217864.2369,1,1512.00,982.00,1356.35,885.76,0.361,0,82.61,216.05,1,palm,relative
217864.2703,1,1512.00,982.00,1356.35,885.76,0.386,0,30.73,213.65,1,palm,relative
217864.3370,1,1512.00,982.00,1356.35,885.76,0.384,0,40.36,187.56,1,palm,relative
217864.3703,1,1512.00,982.00,1356.35,885.76,0.342,0,32.45,187.01,1,palm,relative
217864.4037,1,1512.00,982.00,1356.35,885.76,0.343,0,35.79,190.16,1,palm,relative
217864.4370,1,1512.00,982.00,1356.35,885.76,0.159,0,27.64,184.71,1,palm,relative
217864.4704,1,1512.00,982.00,1356.35,885.76,0.082,0,34.09,185.65,1,palm,relative
217864.5037,1,1512.00,982.00,1356.35,885.76,0.084,1,35.85,188.40,1,palm,relative
217864.5371,1,1512.00,982.00,1356.35,885.76,0.045,1,38.08,193.66,1,palm,relative
217864.5704,1,1512.00,982.00,1356.35,885.76,0.038,1,23.24,183.80,1,palm,relative
217864.6038,1,1512.00,982.00,1356.35,885.76,0.053,1,40.13,190.93,1,palm,relative
217864.6371,1,1512.00,982.00,1356.35,885.76,0.053,1,32.74,190.67,1,palm,relative
217864.6705,1,1512.00,982.00,1356.35,885.76,0.070,1,56.13,213.76,1,palm,relative
217864.7038,1,1512.00,982.00,1356.35,885.76,0.059,1,69.77,250.55,1,palm,relative
217864.7705,1,1512.00,982.00,1356.35,885.76,0.054,1,45.84,229.96,1,palm,relative
217864.8372,1,1512.00,982.00,1356.35,885.76,0.307,0,31.40,194.94,1,palm,relative
217864.9039,1,1512.00,982.00,1211.26,713.17,0.869,0,45.81,174.86,1,palm,relative
217864.9373,1,1512.00,982.00,1047.06,472.61,0.777,0,42.04,183.78,1,palm,relative
217864.9706,1,1512.00,982.00,837.69,179.11,0.574,0,65.37,216.00,1,palm,relative
217865.0040,1,1512.00,957.80,562.46,0.00,0.620,0,63.25,246.23,1,palm,relative
217865.0707,1,1512.00,616.32,12.82,0.00,0.786,0,28.70,208.64,1,palm,relative
217865.1374,1,1512.00,331.84,0.00,0.00,0.692,0,38.05,180.19,1,palm,relative
217865.1707,1,1512.00,236.55,0.00,0.00,0.684,0,44.73,191.83,1,palm,relative
217865.2041,1,1512.00,127.79,0.00,0.00,0.642,0,48.23,207.12,1,palm,relative
217865.2374,1,1512.00,59.62,0.00,0.00,0.621,0,20.18,194.26,1,palm,relative
217865.3041,1,1512.00,0.00,0.00,0.00,0.560,0,47.51,176.69,1,palm,relative
217865.3375,1,1512.00,0.00,0.00,0.00,0.504,0,44.93,188.56,1,palm,relative
217865.3708,1,1512.00,0.00,0.00,0.00,0.499,0,58.38,213.74,1,palm,relative
217865.4042,1,1512.00,0.00,0.00,0.00,0.523,0,66.60,247.26,1,palm,relative
217865.4709,1,1512.00,0.00,0.00,2.60,0.544,0,39.03,219.85,1,palm,relative
217865.5376,1,1512.00,4.33,0.00,11.01,0.562,0,31.57,184.95,1,palm,relative
217865.5709,1,1512.00,2.41,0.29,11.41,0.574,0,37.69,189.99,1,palm,relative
217865.6043,1,1512.00,133.37,17.17,50.84,0.539,0,33.01,189.94,1,palm,relative
217865.6376,1,1512.00,197.10,69.51,229.04,0.667,0,28.18,185.01,1,palm,relative
217865.6710,1,1512.00,328.45,215.28,566.87,0.564,0,28.68,180.57,1,palm,relative
217865.7043,1,1512.00,441.02,492.41,969.22,0.526,0,32.46,179.81,1,palm,relative
217865.7377,1,1512.00,595.03,790.14,982.00,0.605,0,47.05,193.75,1,palm,relative
217865.7710,1,1512.00,746.51,1107.83,982.00,,0,29.08,189.70,1,palm,relative
217865.8044,1,1512.00,854.64,1407.77,982.00,0.642,0,24.35,180.81,1,palm,relative
217865.8377,1,1512.00,959.29,1512.00,982.00,0.436,0,32.83,180.72,1,palm,relative
217865.8711,1,1512.00,982.00,1512.00,982.00,0.435,0,64.30,211.90,1,palm,relative
217865.9044,1,1512.00,982.00,1512.00,982.00,0.403,0,42.68,221.49,1,palm,relative
217865.9711,1,1512.00,982.00,1512.00,982.00,0.313,0,57.81,212.92,1,palm,relative
217866.0045,1,1512.00,982.00,1512.00,979.99,0.245,0,44.26,224.04,1,palm,relative
217866.0712,1,1512.00,982.00,1512.00,979.99,0.149,0,33.91,191.53,1,palm,relative
217866.1045,1,1512.00,982.00,1512.00,979.99,0.133,0,29.51,187.93,1,palm,relative
217866.1379,1,1512.00,982.00,1512.00,979.99,0.122,0,30.89,186.05,1,palm,relative
217866.1712,1,1512.00,982.00,1512.00,979.99,0.124,1,29.51,182.37,1,palm,relative
217866.2046,1,1512.00,982.00,1512.00,982.00,0.130,1,27.65,176.79,1,palm,relative
217866.2379,1,1512.00,982.00,1512.00,982.00,0.115,1,37.66,181.30,1,palm,relative
217866.2713,1,1512.00,982.00,1512.00,982.00,0.261,0,50.76,199.01,1,palm,relative
217866.3046,1,1512.00,982.00,1512.00,982.00,0.380,0,47.35,213.58,1,palm,relative
217866.3380,1,1512.00,982.00,1512.00,982.00,0.448,0,39.78,220.51,1,palm,relative
217866.4047,1,1512.00,982.00,1512.00,982.00,0.489,0,35.84,189.77,1,palm,relative
217866.4380,1,1512.00,982.00,1512.00,982.00,0.481,0,92.17,248.90,1,palm,relative
217866.4714,1,1512.00,982.00,1512.00,982.00,0.445,0,29.78,245.46,1,palm,relative
217866.5714,1,1512.00,982.00,1512.00,982.00,0.177,0,37.65,183.39,1,palm,relative
217866.6048,1,1512.00,982.00,1512.00,982.00,0.142,0,36.03,186.29,1,palm,relative
217866.6381,1,1512.00,982.00,1512.00,982.00,0.130,0,56.53,209.68,1,palm,relative
217866.6715,1,1512.00,982.00,1512.00,982.00,0.151,0,37.24,213.80,1,palm,relative
217866.7382,1,1512.00,982.00,1512.00,982.00,0.140,0,26.86,174.21,1,palm,relative
217866.7715,1,1512.00,982.00,1512.00,982.00,0.145,0,17.95,159.04,1,palm,relative
217866.8049,1,1512.00,982.00,1512.00,982.00,0.146,0,26.56,162.99,1,palm,relative
217866.8382,1,1512.00,982.00,1512.00,982.00,0.253,0,20.83,158.13,1,palm,relative
217866.8716,1,1512.00,982.00,1512.00,982.00,0.397,0,16.35,153.29,1,palm,relative
217866.9049,1,1512.00,982.00,1512.00,982.00,0.430,0,35.47,175.86,1,palm,relative
217866.9383,1,1512.00,982.00,1512.00,982.00,0.468,0,57.42,200.13,1,palm,relative
217866.9716,1,1512.00,982.00,1511.96,981.92,0.472,0,49.37,216.48,1,palm,relative
217867.0050,1,1512.00,982.00,1509.23,977.17,0.495,0,70.71,254.23,1,palm,relative
217867.0717,1,1512.00,982.00,1479.04,940.26,0.517,0,31.79,220.08,1,palm,relative
217867.1384,1,1512.00,940.48,1364.80,740.10,0.439,0,35.25,188.86,1,palm,relative
217867.1717,1,1512.00,944.04,1276.86,674.25,0.477,0,29.77,185.50,1,palm,relative
217867.2051,1,1512.00,856.07,1114.21,512.46,0.502,0,62.43,215.02,1,palm,relative
217867.2384,1,1512.00,790.60,957.51,316.71,0.535,0,28.00,209.89,1,palm,relative
217867.3051,1,1512.00,667.97,568.84,0.00,0.531,0,15.97,159.48,1,palm,relative
217867.3385,1,1512.00,662.78,411.92,0.00,0.549,0,18.11,156.86,1,palm,relative
217867.3718,1,1512.00,648.26,274.54,0.00,0.516,0,18.26,157.71,1,palm,relative
217867.4052,1,1512.00,632.16,177.00,0.00,0.506,0,22.55,162.13,1,palm,relative
217867.4385,1,1512.00,633.86,153.72,0.00,0.451,0,24.63,159.50,1,palm,relative
217867.4719,1,1512.00,653.35,150.41,0.17,0.327,0,44.18,184.93,1,palm,relative
217867.5052,1,1512.00,633.01,150.41,0.17,0.057,0,31.76,183.67,1,palm,relative
217867.5386,1,1512.00,613.44,150.41,0.17,0.104,1,37.78,188.21,1,palm,relative
217867.5719,1,1512.00,653.16,150.40,0.18,0.134,1,34.33,189.54,1,palm,relative
217867.6053,1,1512.00,642.30,150.40,0.18,0.118,1,29.68,186.08,1,palm,relative
217867.6386,1,1512.00,655.36,150.40,0.18,0.164,1,66.53,219.49,1,palm,relative
217867.6720,1,1512.00,654.98,150.40,0.18,0.222,0,34.47,221.05,1,palm,relative
217867.7387,1,1512.00,682.52,150.40,0.18,0.233,0,34.52,189.12,1,palm,relative
217867.7720,1,1512.00,700.27,150.40,0.18,0.349,0,55.56,211.57,1,palm,relative
217867.8054,1,1512.00,704.95,150.26,0.41,0.438,0,31.96,210.55,1,palm,relative
217867.8721,1,1512.00,736.73,148.86,4.81,0.450,0,39.62,183.79,1,palm,relative
217867.9054,1,1512.00,746.01,147.63,7.69,0.451,0,45.75,196.54,1,palm,relative
217867.9388,1,1512.00,745.15,147.07,8.57,0.457,0,31.73,195.11,1,palm,relative
217867.9721,1,1512.00,791.19,146.74,19.14,0.468,0,32.60,195.19,1,palm,relative
217868.0055,1,1512.00,775.41,146.39,20.12,0.450,0,45.17,207.24,1,palm,relative
217868.0388,1,1512.00,796.33,145.96,23.68,0.451,0,56.58,230.75,1,palm,relative
217868.0722,1,1512.00,808.86,144.84,27.42,0.430,0,43.42,241.12,1,palm,relative
217868.1389,1,1512.00,810.43,144.76,27.53,0.421,0,43.78,218.39,1,palm,relative
217868.2056,1,1512.00,773.10,144.63,27.46,0.394,0,30.55,182.50,1,palm,relative
217868.2389,1,1512.00,755.73,144.63,27.46,0.115,0,37.14,186.52,1,palm,relative
217868.2723,1,1512.00,739.88,144.63,27.46,0.164,0,30.42,183.92,1,palm,relative
217868.3056,1,1512.00,754.23,144.63,27.46,0.071,0,34.36,185.17,1,palm,relative
217868.3390,1,1512.00,756.39,144.63,27.46,0.152,0,32.66,184.71,1,palm,relative
217868.3723,1,1512.00,723.13,144.63,27.46,0.169,0,44.57,209.00,1,palm,relative
217868.4390,1,1512.00,728.48,144.63,27.46,0.218,0,37.20,179.74,1,palm,relative
217868.4724,1,1512.00,736.75,144.63,27.46,0.378,0,52.76,199.37,1,palm,relative
217868.5057,1,1512.00,731.17,144.63,27.46,0.360,0,53.13,219.25,1,palm,relative
217868.5391,1,1512.00,731.98,144.63,27.46,0.338,0,25.28,211.59,1,palm,relative
217868.6058,1,1512.00,730.80,144.63,27.46,0.146,0,37.76,182.76,1,palm,relative
217868.6391,1,1512.00,727.72,144.63,27.46,0.170,0,50.17,199.89,1,palm,relative
217868.6725,1,1512.00,715.52,144.63,27.46,0.149,0,52.36,219.06,1,palm,relative
217868.7058,1,1512.00,727.71,144.63,27.46,0.165,0,33.09,219.09,1,palm,relative
217868.7725,1,1512.00,692.79,144.24,27.06,0.275,0,36.06,188.90,1,palm,relative
217868.8059,1,1512.00,721.24,144.24,27.06,0.336,0,34.44,190.65,1,palm,relative
217868.8392,1,1512.00,707.62,144.24,27.06,0.426,0,29.47,186.98,1,palm,relative
217868.8726,1,1512.00,746.25,144.24,27.06,0.467,0,32.22,186.13,1,palm,relative
217868.9059,1,1512.00,716.25,144.24,27.06,0.551,0,34.36,187.45,1,palm,relative
217868.9393,1,1512.00,748.35,144.24,27.06,0.529,0,32.58,186.94,1,palm,relative
217868.9726,1,1512.00,769.65,144.06,27.59,0.538,0,38.63,192.41,1,palm,relative
217869.0060,1,1512.00,779.53,143.33,29.13,0.534,0,32.76,192.04,1,palm,relative
217869.0393,1,1512.00,741.69,143.33,29.13,0.508,0,52.02,210.98,1,palm,relative
217869.0727,1,1512.00,716.11,143.33,29.13,0.289,0,36.76,214.64,1,palm,relative
217869.1394,1,1512.00,675.37,143.33,29.13,0.138,0,24.55,172.70,1,palm,relative
217869.1727,1,1512.00,692.68,143.33,29.13,0.161,0,14.44,154.00,1,palm,relative
217869.2061,1,1512.00,695.80,142.93,28.97,0.234,0,23.36,152.77,1,palm,relative
217869.2394,1,1512.00,731.87,142.82,29.04,0.270,0,49.42,176.69,1,palm,relative
217869.2728,1,1512.00,707.97,141.77,28.93,0.362,0,49.33,192.90,1,palm,relative
217869.3061,1,1512.00,727.16,141.77,28.93,0.393,0,53.37,213.21,1,palm,relative
217869.3395,1,1512.00,714.92,141.77,28.93,0.193,0,39.33,219.40,1,palm,relative
217869.4062,1,1512.00,715.57,141.77,28.93,0.174,0,43.71,196.64,1,palm,relative
217869.4395,1,1512.00,703.07,138.47,28.38,0.212,0,57.05,220.61,1,palm,relative
217869.4729,1,1512.00,725.44,138.21,28.44,0.244,0,30.21,217.68,1,palm,relative
217869.5396,1,1512.00,711.38,138.21,28.44,0.170,0,32.79,183.95,1,palm,relative
217869.5729,1,1512.00,680.44,138.21,28.44,0.150,0,34.79,185.58,1,palm,relative
217869.6063,1,1512.00,712.64,138.21,28.44,0.119,0,38.15,190.69,1,palm,relative
217869.6396,1,1512.00,673.80,138.21,28.44,0.143,0,23.32,180.94,1,palm,relative
217869.6730,1,1512.00,652.67,134.07,24.66,0.226,0,29.33,177.11,1,palm,relative
217869.7063,1,1512.00,644.76,126.23,19.32,0.252,0,35.68,179.63,1,palm,relative
217869.7397,1,1512.00,657.50,126.23,19.32,0.100,0,70.12,216.71,1,palm,relative
217869.7730,1,1512.00,666.39,126.23,19.32,0.102,1,36.70,220.32,1,palm,relative
217869.8397,1,1512.00,653.70,126.15,19.28,0.109,1,36.09,189.82,1,palm,relative
217869.8731,1,1512.00,609.99,122.90,14.58,0.216,0,59.33,216.28,1,palm,relative
217869.9064,1,1512.00,592.31,119.98,8.71,0.302,0,66.71,249.95,1,palm,relative
217869.9731,1,1512.00,617.91,119.98,8.71,0.110,0,24.15,207.51,1,palm,relative
217870.0398,1,1512.00,616.52,119.98,8.71,0.103,1,19.33,160.36,1,palm,relative
217870.0732,1,1512.00,580.45,118.50,6.31,0.145,1,23.37,155.97,1,palm,relative
217870.1065,1,1512.00,572.59,116.18,3.54,0.233,0,31.62,158.38,1,palm,relative
217870.1399,1,1512.00,544.02,111.18,0.00,0.263,0,61.81,192.29,1,palm,relative
217870.1732,1,1512.00,549.99,111.18,0.00,0.092,0,21.26,180.31,1,palm,relative
217870.2066,1,1512.00,506.00,111.18,0.00,0.088,1,31.38,179.02,1,palm,relative
217870.2399,1,1512.00,501.59,106.69,0.00,0.103,1,32.75,178.63,1,palm,relative
217870.2733,1,1512.00,496.64,100.68,0.00,0.102,1,38.76,184.31,1,palm,relative
217870.3066,1,1512.00,512.08,97.99,0.00,0.191,0,40.64,191.94,1,palm,relative
217870.3400,1,1512.00,495.43,97.19,0.00,0.291,0,32.13,190.93,1,palm,relative
217870.4067,1,1512.00,498.08,97.19,0.00,0.154,0,30.95,162.13,1,palm,relative
217870.4400,1,1512.00,497.93,97.19,0.00,0.123,0,29.20,158.22,1,palm,relative
217870.4734,1,1512.00,463.21,97.19,0.00,0.105,1,38.29,166.86,1,palm,relative
217870.5067,1,1512.00,451.63,94.99,0.00,0.138,1,33.86,171.26,1,palm,relative
217870.5401,1,1512.00,461.02,94.79,0.00,0.149,1,24.01,162.03,1,palm,relative
217870.5734,1,1512.00,465.57,94.45,0.00,0.213,0,26.26,158.44,1,palm,relative
217870.6068,1,1512.00,452.74,91.92,0.00,0.273,0,26.69,157.56,1,palm,relative
217870.6401,1,1512.00,462.00,88.38,0.00,0.303,0,26.34,160.70,1,palm,relative
217870.6735,1,1512.00,496.12,86.28,1.30,0.285,0,23.99,152.89,1,palm,relative
217870.7068,1,1512.00,477.23,86.24,1.31,0.311,0,19.14,151.88,1,palm,relative
217870.7402,1,1512.00,499.81,84.56,2.05,0.296,0,22.48,152.30,1,palm,relative
217870.7735,1,1495.56,484.08,83.43,2.15,0.304,0,30.06,163.30,1,palm,relative
217870.8069,1,1490.39,484.26,83.39,2.16,0.240,0,46.88,176.98,1,palm,relative
217870.8402,1,1480.85,507.05,83.39,2.16,0.133,0,44.19,187.96,1,palm,relative
217870.8736,1,1442.66,493.64,83.39,2.16,0.151,0,38.95,193.83,1,palm,relative
217870.9069,1,1420.55,527.14,83.39,2.16,0.145,0,50.17,210.98,1,palm,relative
217870.9403,1,1408.99,568.78,76.97,13.13,0.201,0,46.48,224.39,1,palm,relative
217871.0070,1,1381.09,609.98,76.97,13.13,0.197,0,33.69,191.50,1,palm,relative
217871.0403,1,1347.92,681.37,76.97,13.13,0.152,0,36.14,194.51,1,palm,relative
217871.0737,1,1349.41,706.52,76.97,13.13,0.175,0,51.21,212.57,1,palm,relative
217871.1070,1,1323.97,779.50,76.97,13.13,0.197,0,42.97,222.48,1,palm,relative
217871.1737,1,1348.44,863.78,62.92,323.01,0.326,0,34.77,190.85,1,palm,relative
217871.2071,1,1317.75,890.20,44.18,437.38,0.203,0,33.17,190.91,1,palm,relative
217871.2404,1,1334.37,944.76,44.18,437.38,0.191,0,27.89,185.62,1,palm,relative
217871.2738,1,1344.22,959.55,44.26,501.10,0.205,0,28.04,180.44,1,palm,relative
217871.3071,1,1389.83,982.00,58.91,592.06,0.267,0,51.34,198.65,1,palm,relative
217871.3405,1,1414.27,982.00,65.10,615.11,0.344,0,24.51,190.09,1,palm,relative
217871.3738,1,1443.04,982.00,74.46,639.06,0.245,0,30.49,187.49,1,palm,relative
217871.4072,1,1455.38,982.00,74.46,639.06,0.146,0,33.55,187.83,1,palm,relative
217871.4405,1,1489.88,982.00,74.46,639.06,0.115,0,94.78,249.71,1,palm,relative
217871.4739,1,1512.00,982.00,90.70,650.85,0.230,0,35.04,251.61,1,palm,relative
217871.5739,1,1512.00,982.00,148.52,661.43,0.247,0,26.45,178.19,1,palm,relative
217871.6073,1,1512.00,982.00,181.41,662.84,0.257,0,39.65,184.76,1,palm,relative
217871.6406,1,1512.00,982.00,247.10,668.76,0.269,0,44.11,195.78,1,palm,relative
217871.6740,1,1512.00,982.00,337.35,669.96,0.474,0,44.80,207.51,1,palm,relative
217871.7073,1,1512.00,982.00,421.31,658.28,0.417,0,49.53,223.93,1,palm,relative
217871.7740,1,1512.00,972.27,546.70,612.15,0.347,0,37.15,194.59,1,palm,relative
217871.8074,1,1512.00,975.25,631.44,585.57,0.203,0,28.72,190.18,1,palm,relative
217871.8407,1,1512.00,928.38,760.82,512.34,0.265,0,23.96,180.95,1,palm,relative
217871.8741,1,1512.00,862.55,876.31,378.56,0.241,0,27.38,175.20,1,palm,relative
217871.9074,1,1512.00,847.03,969.89,262.50,0.520,0,17.89,159.94,1,palm,relative
217871.9408,1,1512.00,847.62,1021.02,213.09,0.470,0,21.71,152.62,1,palm,relative
217871.9741,1,1512.00,802.64,1068.14,131.40,0.418,0,17.66,150.19,1,palm,relative
217872.0075,1,1512.00,718.15,1136.23,0.00,0.355,0,46.82,181.12,1,palm,relative
217872.0408,1,1512.00,725.40,1136.23,0.00,0.171,0,66.55,214.43,1,palm,relative
217872.0742,1,1512.00,701.18,1136.23,0.00,0.188,0,37.55,218.87,1,palm,relative
217872.1409,1,1512.00,659.03,1136.75,0.00,0.287,0,51.09,203.48,1,palm,relative
217872.1742,1,1512.00,637.69,1134.57,0.00,0.446,0,15.67,186.24,1,palm,relative
217872.2409,1,1512.00,629.62,1129.04,0.00,0.404,0,24.26,154.11,1,palm,relative
217872.2743,1,1512.00,650.64,1128.35,0.00,0.211,0,19.73,152.22,1,palm,relative
217872.3076,1,1512.00,652.06,1128.35,0.00,0.056,0,32.76,159.54,1,palm,relative
217872.3410,1,1512.00,658.94,1103.75,2.09,0.208,0,44.55,175.10,1,palm,relative
217872.3743,1,1512.00,682.81,1103.75,2.09,0.121,0,46.75,188.80,1,palm,relative
217872.4077,1,1512.00,714.68,1033.45,24.39,0.282,0,31.81,187.49,1,palm,relative
217872.4410,1,1512.00,767.53,960.98,76.93,0.351,0,41.96,196.41,1,palm,relative
217872.4744,1,1512.00,793.56,868.81,159.94,0.424,0,27.01,190.47,1,palm,relative
217872.5077,1,1512.00,775.06,755.37,206.34,0.442,0,30.13,187.49,1,palm,relative
217872.5411,1,1512.00,827.32,651.31,297.22,0.365,0,32.40,186.77,1,palm,relative
217872.5744,1,1512.00,794.50,534.86,322.66,0.319,0,28.96,182.78,1,palm,relative
217872.6078,1,1512.00,742.92,534.86,322.66,0.103,0,39.69,189.51,1,palm,relative
217872.6411,1,1470.54,803.80,534.86,322.66,0.107,1,28.73,185.18,1,palm,relative
217872.6745,1,1390.22,773.68,369.79,319.76,0.169,1,31.25,183.33,1,palm,relative
217872.7078,1,1318.12,785.38,215.90,327.20,0.182,0,36.72,187.35,1,palm,relative
217872.7412,1,1246.62,802.22,70.14,346.45,0.212,0,35.37,189.68,1,palm,relative
217872.7745,1,1193.99,835.28,0.00,386.73,0.297,0,32.65,189.33,1,palm,relative
217872.8079,1,1145.17,864.00,0.00,438.81,0.325,0,88.71,244.83,1,palm,relative
217872.8412,1,1115.33,905.23,0.00,512.73,0.351,0,30.95,242.69,1,palm,relative
217872.9413,1,1049.02,960.65,0.00,589.97,0.339,0,44.64,187.51,1,palm,relative
217872.9746,1,1037.09,968.84,0.00,600.34,0.338,0,23.56,179.10,1,palm,relative
217873.0080,1,1016.26,979.36,0.00,607.05,0.331,0,33.09,179.04,1,palm,relative
217873.0413,1,1009.91,982.00,0.00,612.55,0.311,0,32.28,178.25,1,palm,relative
217873.0747,1,1012.74,972.73,0.00,612.55,0.311,0,63.08,208.23,1,palm,relative
217873.1080,1,998.36,982.00,0.00,613.02,0.300,0,37.65,212.94,1,palm,relative
217873.1747,1,1008.56,982.00,0.00,613.02,0.273,0,29.01,175.52,1,palm,relative
217873.2081,1,997.62,982.00,0.00,613.32,0.261,0,17.82,160.30,1,palm,relative
217873.2414,1,991.81,964.14,0.00,613.21,0.291,0,18.98,154.69,1,palm,relative
217873.2748,1,995.54,976.62,0.00,613.21,0.273,0,20.89,160.79,1,palm,relative
217873.3081,1,995.17,971.98,0.00,613.21,0.275,0,48.70,184.32,1,palm,relative
217873.3415,1,1012.69,982.00,0.00,613.21,0.249,0,54.50,205.78,1,palm,relative
217873.3748,1,1016.01,982.00,0.10,613.87,0.238,0,25.39,198.06,1,palm,relative
217873.4415,1,1025.14,982.00,0.10,613.87,0.264,0,24.73,161.19,1,palm,relative
217873.4749,1,1012.20,982.00,0.10,613.87,0.266,0,48.03,181.43,1,palm,relative
217873.5082,1,1033.64,982.00,0.10,613.87,0.217,0,37.79,186.15,1,palm,relative
217873.5416,1,1021.00,982.00,0.10,613.87,0.281,0,36.30,189.34,1,palm,relative
217873.5749,1,1026.74,982.00,0.10,613.87,0.269,0,33.35,189.60,1,palm,relative
217873.6083,1,1035.52,970.92,0.10,613.87,0.449,0,35.14,191.60,1,palm,relative
217873.6416,1,1037.26,982.00,0.10,613.87,0.380,0,39.57,198.26,1,palm,relative
217873.6750,1,1042.43,982.00,0.10,613.87,0.495,0,49.65,214.70,1,palm,relative
217873.7417,1,1029.93,959.51,0.10,613.87,0.307,0,69.59,217.93,1,palm,relative
217873.7750,1,1026.04,941.42,0.10,613.87,0.325,0,30.51,215.42,1,palm,relative
217873.8417,1,1052.25,952.13,0.10,613.87,0.752,0,56.69,205.65,1,palm,relative
217873.8751,1,1064.04,972.63,0.10,613.87,0.212,0,21.28,193.86,1,palm,relative
217873.9418,1,1054.50,951.08,0.10,613.87,0.104,0,31.53,159.63,1,palm,relative
217873.9751,1,1073.20,948.80,0.10,613.87,0.149,0,22.09,150.18,1,palm,relative
