t,hand,raw_x,raw_y,x,y,pinch_ratio,pinched,vision_ms,latency_ms,filter,anchor,mode,cam_x,cam_y,sensitivity
218132.5247,1,156.08,849.68,106.87,898.04,0.088,1,26.57,186.83,1,palm,direct,0.5084,0.4341,high
218132.5580,1,195.53,811.60,144.57,852.46,0.097,1,31.71,185.29,1,palm,direct,0.5118,0.4298,high
218132.5914,1,263.27,740.19,205.38,786.12,0.126,1,31.44,183.55,1,palm,direct,0.5177,0.4216,high
218132.6247,1,270.55,664.39,240.22,709.85,0.191,0,41.51,191.91,1,palm,direct,0.5183,0.4129,high
218132.6580,1,402.95,567.59,337.47,613.16,0.295,0,21.06,180.42,1,palm,direct,0.5297,0.4018,high
218132.6914,1,437.46,393.55,400.14,452.81,0.339,0,36.30,183.53,1,palm,direct,0.5326,0.3818,high
218132.7247,1,523.52,269.50,478.87,315.03,0.323,0,45.52,195.90,1,palm,direct,0.5400,0.3676,high
218132.7581,1,606.27,88.35,563.19,138.50,0.333,0,45.08,207.74,1,palm,direct,0.5471,0.3468,high
218132.7914,1,656.47,0.00,624.53,5.45,0.295,0,20.81,195.37,1,palm,direct,0.5515,0.3274,high
218132.8581,1,765.54,0.00,731.38,0.29,0.208,0,25.93,157.24,1,palm,direct,0.5608,0.3024,high
218132.8915,1,782.22,0.00,760.29,0.05,0.203,0,30.93,160.39,1,palm,direct,0.5623,0.2903,high
218132.9249,1,910.67,0.00,857.66,0.00,0.193,0,31.56,162.69,1,palm,direct,0.5733,0.2815,high
218132.9582,1,988.37,0.00,943.50,0.00,0.171,0,34.07,164.92,1,palm,direct,0.5800,0.2762,high
218132.9916,1,986.85,0.00,943.50,0.00,0.098,0,28.08,162.33,1,palm,direct,0.5894,0.2685,high
218133.0249,1,983.90,0.00,943.50,0.00,0.080,1,42.26,175.56,1,palm,direct,0.5980,0.2642,high
218133.0583,1,1122.43,0.00,1069.51,0.00,0.061,1,18.08,160.50,1,palm,direct,0.6099,0.2554,high
218133.0916,1,1270.95,0.00,1217.13,0.00,0.063,1,52.32,182.55,1,palm,direct,0.6227,0.2437,high
218133.1249,1,1379.05,0.00,1335.61,0.00,0.077,1,40.89,190.36,1,palm,direct,0.6320,0.2383,high
218133.1583,1,1482.09,0.00,1442.41,0.00,0.104,1,35.45,192.71,1,palm,direct,0.6408,0.2234,high
218133.1916,1,1512.00,0.00,1506.00,0.00,0.139,1,33.01,192.63,1,palm,direct,0.6480,0.2034,high
218133.2250,1,1512.00,0.00,1506.00,0.00,0.132,1,62.15,221.70,1,palm,direct,0.6594,0.1968,high
218133.2583,0,1506.00,0.00,1506.00,0.00,,1,36.00,224.49,1,palm,direct,-1.0000,-1.0000,high
218133.3251,1,1512.00,0.00,1506.00,0.00,,1,55.56,213.45,1,palm,direct,0.6726,0.1640,high
218133.3584,1,1512.00,0.00,1506.00,0.00,,1,37.27,217.70,1,palm,direct,0.6766,0.1457,high
218133.4251,0,1506.00,0.00,1506.00,0.00,,1,27.67,178.80,1,palm,direct,-1.0000,-1.0000,high
218133.4585,0,1506.00,0.00,1506.00,0.00,,1,44.18,189.85,1,palm,direct,-1.0000,-1.0000,high
218133.4918,0,1506.00,0.00,1506.00,0.00,,1,31.99,188.66,1,palm,direct,-1.0000,-1.0000,high
218133.5252,0,1506.00,0.00,1506.00,0.00,,1,26.15,181.59,1,palm,direct,-1.0000,-1.0000,high
218133.5585,0,1506.00,0.00,1506.00,0.00,,1,32.15,180.73,1,palm,direct,-1.0000,-1.0000,high
218133.5918,0,1506.00,0.00,1506.00,0.00,,0,29.83,177.35,1,palm,direct,-1.0000,-1.0000,high
218133.6252,0,1506.00,0.00,1506.00,0.00,,0,52.15,196.29,1,palm,direct,-1.0000,-1.0000,high
218133.6585,0,1506.00,0.00,1506.00,0.00,,0,46.51,209.67,1,palm,direct,-1.0000,-1.0000,high
218133.6919,0,1506.00,0.00,1506.00,0.00,,0,37.18,213.75,1,palm,direct,-1.0000,-1.0000,high
218133.7586,0,1506.00,0.00,1506.00,0.00,,0,32.62,179.92,1,palm,direct,-1.0000,-1.0000,high
218133.7920,0,1506.00,0.00,1506.00,0.00,,0,44.94,191.76,1,palm,direct,-1.0000,-1.0000,high
218133.8253,0,1506.00,0.00,1506.00,0.00,,0,50.55,209.24,1,palm,direct,-1.0000,-1.0000,high
218133.8587,0,1506.00,0.00,1506.00,0.00,,0,48.93,225.31,1,palm,direct,-1.0000,-1.0000,high
218133.9254,0,1506.00,0.00,1506.00,0.00,,0,38.00,196.84,1,palm,direct,-1.0000,-1.0000,high
218133.9587,0,1506.00,0.00,1506.00,0.00,,0,34.71,198.32,1,palm,direct,-1.0000,-1.0000,high
218133.9921,0,1506.00,0.00,1506.00,0.00,,0,57.76,222.95,1,palm,direct,-1.0000,-1.0000,high
218134.0254,1,1506.00,0.00,1506.00,0.00,,0,27.97,217.97,1,palm,direct,0.6425,0.0554,high
218134.0921,1,1213.35,40.54,1257.54,23.78,,0,18.88,170.30,1,palm,direct,0.6174,0.0600,high
218134.1254,1,1079.66,50.78,1124.48,35.43,,0,74.61,211.73,1,palm,direct,0.6059,0.0612,high
218134.1588,0,1124.48,35.43,1124.48,35.43,,0,32.72,211.22,1,palm,direct,-1.0000,-1.0000,high
218134.2255,1,571.24,93.48,622.57,75.44,,0,13.78,158.40,1,palm,direct,0.5622,0.0661,high
218134.2589,1,488.16,114.57,522.24,92.65,,0,37.71,178.28,1,palm,direct,0.5550,0.0685,high
218134.2922,1,362.39,141.13,402.12,115.87,,0,39.64,184.70,1,palm,direct,0.5442,0.0716,high
218134.3256,1,235.06,163.34,276.25,139.74,,0,28.79,180.35,1,palm,direct,0.5333,0.0741,high
218134.3589,1,171.56,178.12,200.10,158.85,,0,44.32,191.55,1,palm,direct,0.5278,0.0758,high
218134.3923,1,94.73,211.42,124.26,186.02,,0,35.92,194.29,1,palm,direct,0.5212,0.0796,high
218134.4256,1,0.00,230.71,30.02,210.04,,0,25.16,186.29,1,palm,direct,0.5125,0.0818,high
218134.4590,1,10.33,261.72,16.95,234.52,,0,31.59,184.89,1,palm,direct,0.5140,0.0854,high
218134.4923,1,0.00,271.26,3.58,252.49,,0,46.60,198.32,1,palm,direct,0.5086,0.0865,high
218134.5256,1,0.00,305.91,0.66,278.89,,0,46.96,212.25,1,palm,direct,0.5073,0.0905,high
218134.5590,1,0.00,335.99,0.11,308.37,,0,43.14,222.24,1,palm,direct,0.5036,0.0939,high
218134.6257,0,0.11,308.37,0.11,308.37,,0,28.11,183.92,1,palm,direct,-1.0000,-1.0000,high
218134.6590,1,0.00,337.64,0.03,325.77,,0,29.91,180.59,1,palm,direct,0.4971,0.0941,high
218134.6924,1,0.00,364.73,0.01,342.35,,0,42.75,190.24,1,palm,direct,0.4971,0.0972,high
218134.7258,1,0.00,319.15,0.01,342.13,,0,57.95,215.08,1,palm,direct,0.4903,0.0920,high
218134.7591,1,0.00,311.36,0.00,333.87,,0,26.01,207.86,1,palm,direct,0.4883,0.0911,high
218134.8258,1,2.98,297.32,1.32,323.06,,0,44.37,185.85,1,palm,direct,0.4906,0.0895,high
218134.8592,1,0.00,272.89,0.49,312.83,,0,32.49,185.21,1,palm,direct,0.4843,0.0867,high
218134.8925,1,14.54,287.75,4.07,306.81,0.313,0,35.05,187.11,1,palm,direct,0.4884,0.0884,high
218134.9258,1,0.00,293.50,2.89,304.67,0.308,0,37.64,191.62,1,palm,direct,0.4835,0.0890,high
218134.9592,1,11.16,255.75,4.43,289.70,0.329,0,36.52,195.08,1,palm,direct,0.4866,0.0847,high
218134.9925,1,0.00,246.67,1.24,274.64,0.348,0,27.02,189.25,1,palm,direct,0.4836,0.0837,high
218135.0259,1,0.00,224.80,0.29,255.11,0.333,0,33.43,189.57,1,palm,direct,0.4842,0.0812,high
218135.0592,1,23.33,215.76,6.20,239.28,0.327,0,33.47,189.94,1,palm,direct,0.4866,0.0801,high
218135.0926,1,32.75,230.21,10.49,235.88,0.316,0,23.20,180.00,1,palm,direct,0.4874,0.0818,high
218135.1259,1,7.30,201.67,12.15,224.45,0.342,0,33.97,180.78,1,palm,direct,0.4852,0.0785,high
218135.1593,1,29.06,228.88,12.15,224.45,0.330,0,69.62,217.41,1,palm,direct,0.4871,0.0816,high
218135.1927,1,0.00,207.03,5.02,219.79,,0,46.47,230.85,1,palm,direct,0.4791,0.0791,high
218135.2594,1,0.00,218.97,5.02,219.79,0.307,0,55.46,219.83,1,palm,direct,0.4825,0.0805,high
218135.3261,1,0.00,208.49,3.72,218.14,0.357,0,35.33,188.65,1,palm,direct,0.4777,0.0793,high
218135.3594,1,0.00,205.80,2.82,216.45,,0,33.31,188.88,1,palm,direct,0.4786,0.0790,high
218135.3927,1,0.00,209.77,2.66,216.14,0.335,0,49.26,205.00,1,palm,direct,0.4785,0.0794,high
218135.4261,1,9.30,207.42,2.67,215.86,,0,17.61,189.49,1,palm,direct,0.4800,0.0792,high
218135.4928,1,11.11,219.33,2.67,215.86,,0,23.40,153.85,1,palm,direct,0.4801,0.0805,high
218135.5261,1,0.00,203.12,2.67,215.86,0.350,0,25.99,158.62,1,palm,direct,0.4785,0.0787,high
218135.5595,1,5.50,187.39,2.89,210.20,,0,59.23,191.45,1,palm,direct,0.4797,0.0769,high
218135.5928,1,51.62,203.52,6.98,207.41,,0,31.90,190.35,1,palm,direct,0.4836,0.0787,high
218135.6262,1,59.50,215.63,19.31,206.78,,0,31.22,188.36,1,palm,direct,0.4843,0.0801,high
218135.6596,1,35.60,192.32,22.66,205.37,0.913,0,31.65,186.76,1,palm,direct,0.4822,0.0774,high
218135.6929,1,0.00,201.99,19.02,204.37,,0,38.72,192.37,1,palm,direct,0.4753,0.0786,high
218135.7263,1,83.88,208.24,25.86,204.11,0.349,0,31.61,190.74,1,palm,direct,0.4864,0.0793,high
218135.7596,1,8.40,200.60,25.86,204.11,0.359,0,37.47,195.12,1,palm,direct,0.4799,0.0784,high
218135.7930,0,25.86,204.11,25.86,204.11,,0,32.78,194.88,1,palm,direct,-1.0000,-1.0000,high
218135.8263,0,25.86,204.11,25.86,204.11,,0,25.05,186.81,1,palm,direct,-1.0000,-1.0000,high
218135.8596,1,19.60,160.45,24.89,186.49,,0,59.71,213.44,1,palm,direct,0.4809,0.0738,high
218135.8930,1,7.83,180.03,24.45,185.67,,0,27.63,208.65,1,palm,direct,0.4799,0.0760,high
218135.9597,1,28.95,160.83,23.93,177.99,,0,17.59,159.77,1,palm,direct,0.4817,0.0738,high
218135.9930,1,13.29,155.33,22.92,172.93,,0,27.05,156.57,1,palm,direct,0.4803,0.0732,high
218136.0264,1,0.00,178.65,14.15,171.09,0.368,0,22.68,154.32,1,palm,direct,0.4769,0.0759,high
218136.0597,1,0.00,154.44,5.61,167.83,,0,34.59,161.57,1,palm,direct,0.4755,0.0731,high
218136.0931,0,5.61,167.83,5.61,167.83,,0,28.44,159.94,1,palm,direct,-1.0000,-1.0000,high
218136.1265,1,0.00,159.63,4.65,167.05,,0,22.76,151.99,1,palm,direct,0.4757,0.0737,high
218136.1598,1,0.00,161.22,4.41,166.83,,0,22.51,155.48,1,palm,direct,0.4738,0.0739,high
218136.1932,0,4.41,166.83,4.41,166.83,,0,34.45,165.19,1,palm,direct,-1.0000,-1.0000,high
218136.2265,0,4.41,166.83,4.41,166.83,,0,25.21,158.53,1,palm,direct,-1.0000,-1.0000,high
218136.2599,0,4.41,166.83,4.41,166.83,,0,26.43,158.68,1,palm,direct,-1.0000,-1.0000,high
218136.2932,1,0.00,160.39,3.85,166.16,0.343,0,26.45,159.57,1,palm,direct,0.4738,0.0738,high
218136.3265,0,3.85,166.16,3.85,166.16,,0,33.23,165.62,1,palm,direct,-1.0000,-1.0000,high
218136.3599,0,3.85,166.16,3.85,166.16,,0,49.02,184.54,1,palm,direct,-1.0000,-1.0000,high
218136.3932,0,3.85,166.16,3.85,166.16,,0,31.51,183.06,1,palm,direct,-1.0000,-1.0000,high
218136.4266,1,0.00,158.26,3.85,166.16,,0,34.65,184.58,1,palm,direct,0.4726,0.0735,high
218136.4599,1,7.95,157.66,3.85,166.16,,0,34.64,186.23,1,palm,direct,0.4740,0.0735,high
218136.4933,0,3.85,166.16,3.85,166.16,,0,35.23,188.47,1,palm,direct,-1.0000,-1.0000,high
218136.5267,1,30.42,166.69,3.85,166.16,,0,32.46,187.80,1,palm,direct,0.4759,0.0745,high
218136.5600,1,32.85,172.51,3.85,166.16,,0,28.66,183.38,1,palm,direct,0.4762,0.0752,high
218136.5934,0,3.85,166.16,3.85,166.16,,0,28.82,179.11,1,palm,direct,-1.0000,-1.0000,high
218136.6267,1,6.29,164.65,3.85,166.16,,0,25.90,174.37,1,palm,direct,0.4739,0.0743,high
218136.6601,0,3.85,166.16,3.85,166.16,,0,18.05,159.23,1,palm,direct,-1.0000,-1.0000,high
218136.6934,1,27.17,164.00,3.85,166.16,0.354,0,43.61,182.24,1,palm,direct,0.4757,0.0742,high
218136.7268,1,65.81,170.18,25.01,165.24,,0,58.85,207.96,1,palm,direct,0.4790,0.0749,high
218136.7601,1,0.00,151.88,23.50,164.75,,0,35.85,210.79,1,palm,direct,0.4700,0.0728,high
218136.8268,1,36.93,157.65,23.50,164.75,,0,34.70,179.01,1,palm,direct,0.4765,0.0735,high
218136.8601,0,23.50,164.75,23.50,164.75,,0,51.25,197.16,1,palm,direct,-1.0000,-1.0000,high
218136.8935,1,0.00,155.18,13.69,161.41,,0,27.28,191.26,1,palm,direct,0.4718,0.0732,high
218136.9268,1,64.72,158.70,14.72,161.10,,0,53.66,211.81,1,palm,direct,0.4789,0.0736,high
218136.9602,1,67.79,158.04,28.92,159.70,,0,48.16,226.95,1,palm,direct,0.4792,0.0735,high
218137.0269,1,112.31,154.87,71.31,158.06,,0,23.55,184.03,1,palm,direct,0.4830,0.0732,high
218137.0603,1,91.73,208.13,78.77,167.00,,0,25.61,176.41,1,palm,direct,0.4812,0.0793,high
218137.0936,1,81.66,205.75,81.02,177.30,,0,38.68,183.47,1,palm,direct,0.4803,0.0790,high
218137.1270,1,88.54,187.44,81.82,179.07,,0,24.93,182.87,1,palm,direct,0.4809,0.0769,high
218137.1603,1,41.20,208.53,77.96,187.49,,0,23.22,172.84,1,palm,direct,0.4769,0.0793,high
218137.1937,1,49.48,190.98,76.16,188.80,,0,16.96,162.03,1,palm,direct,0.4776,0.0773,high
218137.2270,1,43.73,170.63,71.06,188.08,,0,35.94,177.98,1,palm,direct,0.4771,0.0750,high
218137.2603,0,71.06,188.08,71.06,188.08,,0,31.31,177.10,1,palm,direct,-1.0000,-1.0000,high
218137.2937,1,22.18,139.58,51.18,173.89,,0,37.74,181.74,1,palm,direct,0.4752,0.0714,high
218137.3270,1,0.00,140.66,32.66,164.56,,0,40.33,191.01,1,palm,direct,0.4727,0.0715,high
218137.3604,1,37.27,143.49,31.95,161.91,,0,27.58,185.46,1,palm,direct,0.4765,0.0718,high
218137.3937,1,44.67,148.44,32.55,159.57,,0,29.84,182.62,1,palm,direct,0.4772,0.0724,high
218137.4271,0,32.55,159.57,32.55,159.57,,0,42.72,192.24,1,palm,direct,-1.0000,-1.0000,high
218137.4605,0,32.55,159.57,32.55,159.57,,0,19.02,178.49,1,palm,direct,-1.0000,-1.0000,high
218137.4938,1,0.00,156.33,17.39,156.30,,0,26.60,171.98,1,palm,direct,0.4727,0.0733,high
218137.5272,0,17.39,156.30,17.39,156.30,,0,24.90,185.58,1,palm,direct,-1.0000,-1.0000,high
218137.5605,0,17.39,156.30,17.39,156.30,,0,30.71,183.07,1,palm,direct,-1.0000,-1.0000,high
218137.5939,0,17.39,156.30,17.39,156.30,,0,32.29,182.24,1,palm,direct,-1.0000,-1.0000,high
218137.6272,0,17.39,156.30,17.39,156.30,,0,29.26,179.25,1,palm,direct,-1.0000,-1.0000,high
218137.6606,0,17.39,156.30,17.39,156.30,,0,19.22,165.23,1,palm,direct,-1.0000,-1.0000,high
218137.6939,1,19.39,123.84,16.57,140.48,,0,22.46,156.32,1,palm,direct,0.4750,0.0696,high
218137.7272,1,1.19,138.02,16.33,140.13,,0,28.10,158.21,1,palm,direct,0.4734,0.0712,high
218137.7606,0,16.33,140.13,16.33,140.13,,0,52.09,182.41,1,palm,direct,-1.0000,-1.0000,high
218137.7939,0,16.33,140.13,16.33,140.13,,0,42.04,191.32,1,palm,direct,-1.0000,-1.0000,high
218137.8273,0,16.33,140.13,16.33,140.13,,0,33.52,191.71,1,palm,direct,-1.0000,-1.0000,high
218137.8606,0,16.33,140.13,16.33,140.13,,0,47.98,206.59,1,palm,direct,-1.0000,-1.0000,high
218137.8940,1,36.00,113.42,21.43,127.94,,0,52.88,226.40,1,palm,direct,0.4764,0.0684,high
218137.9607,1,116.11,137.59,61.76,126.71,,0,35.17,195.08,1,palm,direct,0.4833,0.0712,high
218137.9941,1,83.10,162.91,67.98,131.82,,0,44.90,206.87,1,palm,direct,0.4805,0.0741,high
218138.0608,1,103.66,168.79,83.41,146.72,,0,42.33,182.73,1,palm,direct,0.4822,0.0747,high
218138.0941,1,89.39,151.40,83.76,147.02,,0,27.77,177.27,1,palm,direct,0.4810,0.0728,high
218138.1274,1,73.84,177.88,84.24,153.75,,0,44.34,188.49,1,palm,direct,0.4797,0.0758,high
218138.1608,1,11.99,168.95,72.90,159.85,,0,34.57,190.98,1,palm,direct,0.4744,0.0748,high
218138.1941,1,74.79,146.46,72.90,159.85,,0,55.11,213.22,1,palm,direct,0.4798,0.0722,high
218138.2275,1,69.05,146.01,72.90,159.85,,0,41.39,221.51,1,palm,direct,0.4793,0.0721,high
218138.2942,1,25.88,128.21,56.28,150.28,,0,24.62,179.55,1,palm,direct,0.4756,0.0701,high
218138.3275,1,27.21,130.55,49.32,146.34,,0,33.85,180.33,1,palm,direct,0.4757,0.0704,high
218138.3609,1,63.52,147.73,49.32,146.34,,0,28.70,177.22,1,palm,direct,0.4788,0.0723,high
218138.3943,1,11.59,144.06,43.64,145.31,0.373,0,11.65,156.34,1,palm,direct,0.4743,0.0719,high
218138.4276,0,43.64,145.31,43.64,145.31,,0,21.34,153.88,1,palm,direct,-1.0000,-1.0000,high
218138.4610,0,43.64,145.31,43.64,145.31,,0,27.04,156.06,1,palm,direct,-1.0000,-1.0000,high
218138.4943,1,5.78,145.57,26.16,144.89,,0,28.77,157.01,1,palm,direct,0.4738,0.0721,high
218138.5277,1,26.16,139.82,26.16,144.89,,0,23.21,155.22,1,palm,direct,0.4756,0.0714,high
218138.5610,0,26.16,144.89,26.16,144.89,,0,25.16,153.56,1,palm,direct,-1.0000,-1.0000,high
218138.5943,0,26.16,144.89,26.16,144.89,,0,25.57,153.76,1,palm,direct,-1.0000,-1.0000,high
218138.6277,0,26.16,144.89,26.16,144.89,,0,49.00,176.65,1,palm,direct,-1.0000,-1.0000,high
218138.6610,0,26.16,144.89,26.16,144.89,,0,40.85,184.40,1,palm,direct,-1.0000,-1.0000,high
218138.6944,0,26.16,144.89,26.16,144.89,,0,62.73,213.93,1,palm,direct,-1.0000,-1.0000,high
218138.7277,0,26.16,144.89,26.16,144.89,,0,43.99,224.73,1,palm,direct,-1.0000,-1.0000,high
218138.7944,0,26.16,144.89,26.16,144.89,,0,32.08,190.55,1,palm,direct,-1.0000,-1.0000,high
218138.8278,1,22.46,144.26,26.16,144.89,,0,40.69,198.10,1,palm,direct,0.4753,0.0719,high
218138.8612,1,0.00,153.91,8.20,145.53,,0,32.92,197.81,1,palm,direct,0.4697,0.0730,high
218138.9279,1,40.59,188.75,12.90,158.49,,0,32.52,165.99,1,palm,direct,0.4768,0.0770,high
218138.9612,1,62.14,213.74,22.46,177.12,,0,44.45,180.12,1,palm,direct,0.4787,0.0799,high
218138.9946,1,126.42,204.20,58.90,188.94,,0,37.91,184.95,1,palm,direct,0.4842,0.0788,high
218139.0279,1,78.29,200.84,64.44,191.79,,0,29.16,180.96,1,palm,direct,0.4801,0.0784,high
218139.0612,1,77.88,221.15,69.52,199.95,,0,33.48,181.35,1,palm,direct,0.4800,0.0807,high
218139.0946,1,59.42,211.80,69.32,201.62,,0,38.86,186.98,1,palm,direct,0.4784,0.0797,high
218139.1279,1,0.98,191.96,63.65,202.17,,0,72.07,226.06,1,palm,direct,0.4734,0.0774,high
218139.1613,1,46.88,188.34,61.29,201.28,,0,26.72,219.64,1,palm,direct,0.4774,0.0770,high
218139.2280,1,22.21,174.38,48.13,195.25,0.335,0,33.50,186.55,1,palm,direct,0.4752,0.0754,high
218139.2613,1,66.25,191.95,48.13,195.25,0.314,0,35.50,189.00,1,palm,direct,0.4790,0.0774,high
218139.2947,1,55.82,180.99,48.13,195.25,,0,47.74,203.82,1,palm,direct,0.4781,0.0761,high
218139.3281,1,33.05,198.11,48.13,195.25,,0,19.32,190.01,1,palm,direct,0.4762,0.0781,high
218139.3948,0,48.13,195.25,48.13,195.25,,0,30.57,158.43,1,palm,direct,-1.0000,-1.0000,high
218139.4281,0,48.13,195.25,48.13,195.25,,0,24.59,157.13,1,palm,direct,-1.0000,-1.0000,high
218139.4615,0,48.13,195.25,48.13,195.25,,0,32.27,157.94,1,palm,direct,-1.0000,-1.0000,high
218139.4948,0,48.13,195.25,48.13,195.25,,0,32.89,160.42,1,palm,direct,-1.0000,-1.0000,high
218139.5281,0,48.13,195.25,48.13,195.25,,0,29.43,156.72,1,palm,direct,-1.0000,-1.0000,high
218139.5615,0,48.13,195.25,48.13,195.25,,0,34.59,164.93,1,palm,direct,-1.0000,-1.0000,high
218139.5948,0,48.13,195.25,48.13,195.25,,0,49.00,180.68,1,palm,direct,-1.0000,-1.0000,high
218139.6282,0,48.13,195.25,48.13,195.25,,0,39.67,187.40,1,palm,direct,-1.0000,-1.0000,high
218139.6615,1,0.00,200.24,6.00,196.94,,0,32.53,186.78,1,palm,direct,0.4499,0.0784,high
218139.6949,0,6.00,196.94,6.00,196.94,,0,36.85,190.49,1,palm,direct,-1.0000,-1.0000,high
218139.7282,1,18.82,212.52,6.00,196.94,,0,33.74,191.10,1,palm,direct,0.4552,0.0798,high
218139.7616,1,14.90,233.64,8.68,205.26,,0,32.23,190.24,1,palm,direct,0.4548,0.0822,high
218139.7950,1,283.20,217.51,141.96,212.45,,0,30.31,187.44,1,palm,direct,0.4779,0.0803,high
218139.8283,1,267.75,228.96,210.08,217.19,0.965,0,30.88,185.32,1,palm,direct,0.4766,0.0816,high
218139.8617,1,301.97,213.18,260.76,216.51,,0,35.88,188.13,1,palm,direct,0.4795,0.0798,high
218139.8950,1,302.88,217.36,281.54,216.63,1.156,0,32.02,187.06,1,palm,direct,0.4796,0.0803,high
218139.9284,1,286.49,233.10,282.40,217.35,,0,55.87,209.90,1,palm,direct,0.4782,0.0821,high
218139.9617,1,264.27,241.12,279.41,222.24,,0,16.80,193.53,1,palm,direct,0.4763,0.0830,high
218140.0284,1,289.04,260.40,282.61,238.07,0.316,0,23.05,158.99,1,palm,direct,0.4784,0.0852,high
218140.0617,1,258.81,253.93,278.94,242.60,,0,29.12,163.46,1,palm,direct,0.4758,0.0845,high
218140.0951,1,229.75,218.03,270.72,241.46,0.316,0,41.31,178.82,1,palm,direct,0.4733,0.0804,high
218140.1284,0,270.72,241.46,270.72,241.46,,0,21.07,166.77,1,palm,direct,-1.0000,-1.0000,high
218140.1618,0,270.72,241.46,270.72,241.46,,0,31.50,167.17,1,palm,direct,-1.0000,-1.0000,high
218140.1951,1,179.12,225.39,228.33,235.91,,0,53.66,188.14,1,palm,direct,0.4690,0.0812,high
218140.2285,1,259.55,243.20,228.33,235.91,0.328,0,32.10,187.00,1,palm,direct,0.4759,0.0833,high
218140.2618,0,228.33,235.91,228.33,235.91,,0,35.18,189.34,1,palm,direct,-1.0000,-1.0000,high
218140.2952,1,174.14,222.59,212.33,233.64,0.308,0,38.78,195.10,1,palm,direct,0.4685,0.0809,high
218140.3285,1,247.73,251.24,212.33,233.64,0.313,0,22.16,184.17,1,palm,direct,0.4749,0.0842,high
218140.3619,0,212.33,233.64,212.33,233.64,,0,28.59,179.72,1,palm,direct,-1.0000,-1.0000,high
218140.3952,0,212.33,233.64,212.33,233.64,,0,26.25,173.49,1,palm,direct,-1.0000,-1.0000,high
218140.4286,1,193.72,272.22,207.32,248.98,0.314,0,49.04,189.43,1,palm,direct,0.4702,0.0866,high
218140.4619,0,207.32,248.98,207.32,248.98,,0,35.56,191.79,1,palm,direct,-1.0000,-1.0000,high
218140.4953,0,207.32,248.98,207.32,248.98,,0,41.89,200.58,1,palm,direct,-1.0000,-1.0000,high
218140.5286,1,76.82,261.43,131.25,257.25,,0,40.04,207.40,1,palm,direct,0.4602,0.0854,high
218140.5620,0,131.25,257.25,131.25,257.25,,0,84.80,259.21,1,palm,direct,-1.0000,-1.0000,high
218140.5953,1,134.71,287.96,130.27,265.13,,0,34.32,260.60,1,palm,direct,0.4651,0.0884,high
218140.6954,0,130.27,265.13,130.27,265.13,,0,49.64,210.38,1,palm,direct,-1.0000,-1.0000,high
218140.7287,1,233.43,259.89,179.58,265.43,,0,44.09,221.52,1,palm,direct,0.4736,0.0852,high
218140.7954,0,179.58,265.43,179.58,265.43,,0,58.06,213.04,1,palm,direct,-1.0000,-1.0000,high
218140.8288,0,179.58,265.43,179.58,265.43,,0,40.54,220.47,1,palm,direct,-1.0000,-1.0000,high
218140.8621,1,156.13,277.19,177.84,267.14,0.286,0,43.26,230.50,1,palm,direct,0.4670,0.0872,high
218140.9288,1,207.25,283.98,181.50,271.36,,0,50.64,214.61,1,palm,direct,0.4714,0.0880,high
218140.9622,1,232.87,289.47,194.23,276.87,0.232,0,30.14,211.68,1,palm,direct,0.4736,0.0886,high
218141.0289,1,207.45,271.53,197.06,276.81,0.292,0,40.58,186.50,1,palm,direct,0.4714,0.0865,high
218141.0622,0,197.06,276.81,197.06,276.81,,0,29.23,182.51,1,palm,direct,-1.0000,-1.0000,high
218141.0956,0,197.06,276.81,197.06,276.81,,0,37.29,188.65,1,palm,direct,-1.0000,-1.0000,high
218141.1289,1,123.34,288.49,174.04,280.84,,0,35.91,191.38,1,palm,direct,0.4642,0.0885,high
218141.1623,1,246.93,289.01,184.16,282.48,,0,28.56,186.70,1,palm,direct,0.4748,0.0885,high
218141.1956,0,184.16,282.48,184.16,282.48,,0,25.94,179.44,1,palm,direct,-1.0000,-1.0000,high
218141.2290,1,206.72,262.94,191.52,280.02,,0,30.43,177.58,1,palm,direct,0.4713,0.0855,high
218141.2623,0,191.52,280.02,191.52,280.02,,0,38.48,182.95,1,palm,direct,-1.0000,-1.0000,high
218141.2957,0,191.52,280.02,191.52,280.02,,0,39.77,189.63,1,palm,direct,-1.0000,-1.0000,high
218141.3290,1,11.31,320.89,86.80,298.09,,0,34.53,191.87,1,palm,direct,0.4545,0.0922,high
218141.3624,1,0.00,340.44,5.91,311.90,,0,47.21,206.09,1,palm,direct,0.4307,0.0944,high
218141.3957,1,144.48,330.57,64.99,318.39,,0,42.94,215.94,1,palm,direct,0.4538,0.0933,high
218141.4291,1,0.00,359.17,5.81,333.63,,0,35.48,218.34,1,palm,direct,0.4290,0.0966,high
218141.4958,0,5.81,333.63,5.81,333.63,,0,32.68,184.54,1,palm,direct,-1.0000,-1.0000,high
218141.5291,0,5.81,333.63,5.81,333.63,,0,39.16,190.58,1,palm,direct,-1.0000,-1.0000,high
218141.5625,0,5.81,333.63,5.81,333.63,,0,34.27,191.73,1,palm,direct,-1.0000,-1.0000,high
218141.5958,1,0.00,359.67,1.77,346.76,,0,34.65,193.19,1,palm,direct,0.4182,0.0966,high
218141.6292,1,0.00,370.21,0.89,352.61,,0,35.19,195.38,1,palm,direct,0.4156,0.0978,high
218141.6625,1,0.00,372.60,0.49,357.42,,0,28.38,190.73,1,palm,direct,0.4155,0.0981,high
